	SKMES1_LUNG	HS683_CENTRAL_NERVOUS_SYSTEM	COLO205_LARGE_INTESTINE	NCIH2030_LUNG	KP4_PANCREAS	HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NCIH1838_LUNG	BT474_BREAST	SNU245_BILIARY_TRACT	RERFLCMS_LUNG	ACCMESO1_PLEURA	DMS114_LUNG	NCIH2452_PLEURA	SW1990_PANCREAS	BICR16_UPPER_AERODIGESTIVE_TRACT	NCIH2052_PLEURA	KYSE520_OESOPHAGUS	SW1353_BONE	LN18_CENTRAL_NERVOUS_SYSTEM	NCIH1915_LUNG	NCIH1373_LUNG	HCC1806_BREAST	HCC827_LUNG	HT144_SKIN	NH6_AUTONOMIC_GANGLIA	CAPAN2_PANCREAS	HEC50B_ENDOMETRIUM	T98G_CENTRAL_NERVOUS_SYSTEM	CGTHW1_THYROID	HUPT4_PANCREAS	TE10_OESOPHAGUS	G401_SOFT_TISSUE	HEC251_ENDOMETRIUM	YH13_CENTRAL_NERVOUS_SYSTEM	JMSU1_URINARY_TRACT	OE21_OESOPHAGUS	SNU1041_UPPER_AERODIGESTIVE_TRACT	NCIH2342_LUNG	JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OV7_OVARY	COLO680N_OESOPHAGUS	SW1710_URINARY_TRACT	NCIH747_LARGE_INTESTINE	NCIH1341_LUNG	YD38_UPPER_AERODIGESTIVE_TRACT	KMRC2_KIDNEY	NCIH1944_LUNG	AN3CA_ENDOMETRIUM	BICR6_UPPER_AERODIGESTIVE_TRACT	BFTC909_KIDNEY	LI7_LIVER	DMS53_LUNG	LOVO_LARGE_INTESTINE	CAL851_BREAST	HLF_LIVER	SKNSH_AUTONOMIC_GANGLIA	NCIH1581_LUNG	SW1088_CENTRAL_NERVOUS_SYSTEM	YD8_UPPER_AERODIGESTIVE_TRACT	SH4_SKIN	KMBC2_URINARY_TRACT	MDAMB435S_SKIN	U2OS_BONE	G361_SKIN	JHH1_LIVER	KYSE410_OESOPHAGUS	NCIH661_LUNG	HDQP1_BREAST	L33_PANCREAS	LS513_LARGE_INTESTINE	NCIH2291_LUNG	NCIH211_LUNG	HCC1500_BREAST	A498_KIDNEY	HUH28_BILIARY_TRACT	NCIH1650_LUNG	MSTO211H_PLEURA	KYSE180_OESOPHAGUS	TE5_OESOPHAGUS	CAPAN1_PANCREAS	HCC1428_BREAST	ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	Unnamed: 145	PC3_PROSTATE	CFPAC1_PANCREAS	M059K_CENTRAL_NERVOUS_SYSTEM	MFE319_ENDOMETRIUM	Unnamed: 523	RMGI_OVARY	KPNSI9S_AUTONOMIC_GANGLIA	NCIH2087_LUNG	JHUEM2_ENDOMETRIUM	CJM_SKIN	SKMEL5_SKIN	SNU410_PANCREAS	HCT8_LARGE_INTESTINE	Unnamed: 442	GMS10_CENTRAL_NERVOUS_SYSTEM	SCC25_UPPER_AERODIGESTIVE_TRACT	Unnamed: 494
BCL-LZH-4	0.7341000553303272	0.72775029852165				0.5867856973690228		1.4169105708233822		0.6756822926904997		0.3548079152920266		0.6981181000811577	0.8924206584266714		0.7603457168061915			0.8200334308077543				0.8031007459846162	0.8090271856727144	0.7311368354862781		1.0363484794233475				0.6528231681792628		0.6409702888030656		0.6574796565056262		0.2472853666650979		0.6236142868593494			0.5067787615796937	0.6329272635120748		0.7874380125232129	0.5944054055394353	0.5520736934815894	0.9017336350793976			0.6456267771294292		0.6862652207049613	0.7929411350907328	0.9123165630938586				0.7671187907354468	0.4606371954366416				0.8797211448093172								-0.11592072279122105	1.5180833626416346					0.8196101136871761	0.8983470981147696	0.5770494035957182			0.7184373218689237		1.0007898412947571	0.9783540339040986	0.6240376039799276					0.7658488393737113			0.6545164366615764	0.7870146954026347	0.8039473802257727		0.6185344814124076
EX-527	0.6951548802371086	0.8602485572627075	1.0342318938204549	0.8077572343109789	1.3779653957301674	0.6849952693432261	2.1416294812537067	1.1633436155968853		0.7683887420971822	0.7806649385939575	0.7832048413174284	1.8728231096863843	1.1688467381644052	0.6794921467757061	1.6954532361640124	0.7434130319830533	0.7400264950184253	0.6646760475554598	0.21172672853650745	1.1933991311579562	0.8035240631051944	1.4994574093361819	0.7379099094155335	0.041129928943387815	1.2022887906901047	-0.338162211094912	0.1677017479963479	1.334787049431161	1.6531215241061643	1.376695444368429	0.4555573899897006	0.7417197635007398	0.7002346856840503	1.1320181486740797	0.702351271286943	1.0194157946002091	0.6058349677950534		1.0109494521886402	0.8183401623254406		0.7747384989058593	0.7315601526068563	0.9212062226260066	0.7027745884075212	0.7705053277000748	0.6710258043641362	0.8196101136871761	1.5185066797622135	0.964807886045588	0.2231562907921255	1.9672228275753807	0.7158974191454537	0.7717752790618102	0.3700473316328517	0.7188606389895027	1.1328647829152363	1.9160014559853875			1.70391957857558	-0.14470628699055618	1.2094851817399377	0.7654255222531331	0.7366399580537979	0.04959627135495684	0.902580269320554	0.38401679661194	1.286105580564639	0.4195754347405312	0.4703734892099468	1.2535101622800968	0.7692353763383386	2.084904987096193	1.4215670591497465	1.237000794577538	0.8196101136871761	0.2477086837856761	0.7700820105794959	0.9474518841018708	0.3624276234624392	1.2005955222077902	0.8077572343109789	0.3861333822148333	0.6473200456117428	0.7666954736148686	1.4622055027252787	1.8152519812877144		1.5870840532959236	0.6833020008609123	0.72224717595413	1.57480785679915	1.9790757069515783	1.4456961350227182	1.2209147439955563	0.6011784794686914	1.3021916311466208	0.7844747926791638
bexarotene	1.3000750455437289	0.742143080621318	0.7065844424927274	0.8196101136871761	0.2845372732760028	0.4009494814350788	0.6341972148738103	1.5883540046576592		0.9927468160037664	0.7205539074718157	0.8196101136871761	0.10335754566842156	0.3844401137325189	0.8196101136871761	0.2002971662808893	0.6278474580651339	1.0752936545165657	1.2535101622800968	-2.2388560824921977	0.5613866701343156	0.8737947051212192	0.8196101136871761	0.7823582070762719	0.3294088880573195	0.8196101136871761	0.8191867965665979	0.942795395775508	0.8031007459846162	1.4871812128394084	1.15106741910011	0.9042735378028678	0.5596934016520012	0.8831076817739452	0.4483609989398663	0.2781875164673249	0.2604081974030304	0.20622360596898676	0.1312964756266002	0.948298518343028	0.8869175358591515	0.7768550845087512	1.3923581778298315	-0.15867575196964515	1.3004983626643063	0.8708314852771699		0.4301583627549928	0.3518446954479775	2.0015115143422366	1.407174277050078		0.7878613296437919	0.8124137226373425	1.0426982362320243	1.0105261350680617	-0.10237457493271032	0.7167440533866101	0.6900750747901676		0.6032950650715833	0.7438363491036316	0.8196101136871761	0.3243290826103778		0.5342943744172942	0.2176531682246056	1.8436142283664712	1.1612270299939935	0.887764170100308	0.5309078374526661	0.5245580806439898	1.6632811350000465		0.9974033043301292	0.3518446954479775	0.6663693160377735	0.5541902790844813	0.6921916603930602	0.9779307167835204	0.34126176743351583	0.21215004565708565	0.959728080598646	1.0067162809828554	0.4009494814350788	0.7091243452161983	1.0215323802031016	1.7335517770160724	1.3699223704391743	0.6579029736262044	0.22865941335964546	1.4926843354069277	0.6824553666197543	0.9804706195069912	0.1583887713436217	1.3051548509906703	0.4398946565282973	0.9097766603703876	0.3090896662695534	0.2519418549914614
necrosulfonamide	0.49323261372118304	0.6447801428882719				-0.1849214134455094		-0.12438706520279008		0.5114352499060573		-0.17560843679278393	0.373433868597479	-0.31445645234251857	0.361580989221282	0.06271910209288935	0.6092215047596814			-0.014747930972968025	0.4809564172244077			-0.447801345324734	-0.471930421197705	-0.018557785058175062	-0.03718373836362676	0.6921916603930602		-0.12057721111758304		-0.7221108394595753		-0.6073918997828129		0.2430521954593134		0.031816952290661595		0.2468620495445197			-0.5036792052410899	-0.8016944581283261		0.058485930887104826	0.7920945008495763	-0.6878221526927202	-0.23698941927666045			-0.7170310340126343	-0.3567881644003652	-0.25646200682326936	-0.4638873959067149	-1.0230893121908604		0.3700473316328517	-0.04057027532825482	-0.4579609562186167	-0.1574058006079097	0.006417925055954529		-0.12777360216741734	0.07203207874561632		0.2642180514882367		0.3454949386393011				-0.7238041079418897			-0.2746646430081436	-0.30006367024285063		-0.4744703239211766	-0.6560733686493361	0.4017961156762359			-0.19127117025418652		-0.5007159853970415	0.4885761253948202	0.6955781973576876	-0.31445645234251857				-0.4888631060208437	-0.26365839787310297		0.3793603082855779	0.14399598924395451	0.12240681609445225	-0.6408339523085109	0.284960590396581
purmorphamine	0.2637947343676577	0.2561750261972459	0.7705053277000748	0.8136836739990779	0.6989647343223149	-1.1297652265766327	-0.11719067415295573	0.6117614074831523		0.29766010401393456	0.7874380125232129	0.24982526938856955	0.7484928374299951	0.3141694717164944	0.444974461975239	0.8708314852771699	0.25913824604129426	0.3501514269656631	0.7298668841245426	0.6363138004767029	0.7501861059123087	0.7654255222531331	0.6210743841358786	0.22103970518923366	0.22484955927443992	0.3895199191794614	0.7180140047483455	-0.33646894261259835	0.4894227596359775	0.7298668841245426	0.2980834211345135	0.3404151331923594	1.988388683604304	0.5101652985443218	0.6058349677950534		0.8623651428656008	-0.11803730839411293		0.6621361448319889	0.9749674969394712	2.092524695266606	-0.6239012674853729	-0.8660386604562517	0.5825525261632382	0.02250397563793612	-0.2209033686946789					-0.2501122500145922	0.6240376039799276	0.3141694717164944	-0.19846756130402013	0.1782846760108088	-0.14766950683460525	0.2972367868933556	0.29639015265219915	-0.5146854503761298	0.5228648121616754	0.8196101136871761	-0.1366632616995654	0.8196101136871761	-0.4880164717796873	-0.19635097570112825	0.6765289269316569	0.9334824191227818	0.959728080598646	0.2807274191907965	0.6553630709027336	-0.6116250709885968		0.7802416214733793	0.991053547521452	0.4102624580878049	0.11055393671825514	0.8784511934475817	0.014460950346945325	0.6849952693432261	0.08515490948354808	0.8196101136871761	0.9135865144555941	0.17786135889023133	0.6858419035843824	0.4386247051665618	0.25363512347377504	0.4881528082742421	1.1019626331130088	0.6608661934702535	0.09743110598032337	1.0012131584153354	-0.4812433978504319	0.4830730028273003	1.1933991311579562	0.9055434891646033	0.4830730028273003	0.6045650164333187	1.1785830319377104	0.20791687445130114
BRD9876	0.01869412155272984	-0.27339469164640817	0.7967509891759391	0.9169730514202221	-0.18280482784261756	0.06271910209288935	0.7497627887917305	-1.0683842440927562	0.3332187421425258	-0.29244396207243883	1.3352103665517403	-0.30514347568979233	-0.1286202364085746	0.022927292758514344	-0.10830101462080848	0.8196101136871761	0.6837253179814905	0.2527884892326179	0.5935587712982779	-0.01432461385239055	1.5489855124438623	0.8196101136871761	0.9381389074491446	0.14907579469089546	-0.01009144264660604	0.2985067382550918	0.4906927109977129	0.6333505806326538	1.4317266700436284	1.6107898120483175	0.8196101136871761	-0.5790296527040562	0.31755600868112244	0.01827080443215086	1.0655573607432611	-0.7534363063823812	0.9419487615343508	0.1296032071442858		0.06398905345462477	1.5096170202300656	0.2303526818419599	0.06314241921346757	-0.5680234075690163	1.0558210669699566	0.5021222732533309	-0.6141649737120684	-0.4156292441607701	-0.13581662745840814	0.04282319742570147	0.3040098608226117	-0.9227631546137656	2.3139195493291407	-1.44111496876209	0.22103970518923366	-0.5168020359790224	-0.2365661021560815	0.8183401623254406	1.8690132556011785	0.6274241409445549	-0.040993592448833036	0.8196101136871761	0.6397003374413303	0.8196101136871761	0.1262166701796585	0.10632076551247063	-0.007551539923135183	0.021657341396778915	0.4974657849269682	0.6016017965892688	1.2848356292029035	-0.7847617733051873	-1.1945327460251365		2.345245016251946	0.5588467674108448	1.045238138955495	0.7874380125232129	-0.11803730839411293	-0.2297930282268261	0.1380695495558556	0.6397003374413303	0.20368370324551666	0.31755600868112244	0.3327954250219468	-0.06046617999544269	0.03308690365239702	0.5558835475667957	1.9342040921702608	1.6920666991993822	0.061872467851732886		0.07245539586619379	1.677250599979136	0.7417197635007398	0.9330591020022037	0.16727843087576896	0.14272603788221833	0.7285969327628072	-0.2687382033200447
pandacostat	0.7827815241968501	0.8136836739990779	0.8191867965665979	0.8196101136871761	1.205252010534153	0.5266746662468816	0.1414560865204829	1.2065219618958885		0.6193811156535641	0.8196101136871761	0.7256337129187581	1.1764664463348178	0.7671187907354468	0.4496309503016017	0.6858419035843824	0.5554602304462167	0.4500542674221807		0.7654255222531331	0.4060292868820205	0.3933297732646669	0.9931701331243448	0.7700820105794959	0.5444539853111768	0.5182083238353126	0.3243290826103778	0.7827815241968501	0.6464734113705856	0.5677364269429921		0.5668897927018356	0.6574796565056262	0.7146274677837182	0.7594990825650351	0.5960986740217491	0.6943082459959521	0.5309078374526661		0.2396656584946861	0.6811854152580197	1.0342318938204549	0.6985414172017367	0.5118585670266355		0.8179168452048624	0.6257308724622412	0.6117614074831523	0.7269036642804936	0.8196101136871761	0.5440306681905986	0.6401236545619092	0.5482638393963839	0.4517475359044936	0.7467995689476806	0.6430868744059582	1.0985760961483817	0.7353700066920618	0.887764170100308	0.8196101136871761	0.3518446954479775	0.6329272635120748		0.5685830611841493	0.7819348899556929	0.5706996467870419	0.4479376818192881	0.7654255222531331	0.4758766117774668	0.5486871565169613		0.5342943744172942	-0.19931419554517732	-0.09094501267709147		0.72224717595413	0.9178196856613784	0.5393741798642352	0.7590757654444559	0.702351271286943	0.34591825575987856	0.1770147246490734		0.6214977012564568	0.7319834697274346	0.9665011545279016	0.7662721564942904	0.485189588430193	0.4229619717051592	0.5690063783047274	0.7637322537708194	0.2637947343676577	0.7341000553303272	0.79378776933189	1.7593741213713567	0.6684859016406661	0.6443568257676937	0.8433158724395695	0.5711229639076201	0.4390480222871408
BRD-K42260513	0.6418169230442229	0.6384303860795948				0.6845719522226469		0.7751618160264375		0.5342943744172942		0.7087010280956193		0.6841486351020687	0.6392770203207527		0.7768550845087512			0.7095476623367766				0.79378776933189		0.9779307167835204		0.7823582070762719				0.7103942965779337		-0.09009837843593428		0.6456267771294292		0.5431840339494415		0.6794921467757061			0.8158002596019698	0.7887079638849483		0.7671187907354468	0.5880556487307581	0.8039473802257727	1.3089647050758757			1.2463137712302634		0.739603177897847	0.7904012323672619	0.06568232193693843				0.6938849288753731	0.8848009502562596				0.6003318452275335								-0.4791268122475393						1.158687127270522	0.1986038977985749	0.4132256779318541			0.6650993646760379		0.08727149508643996	0.9563415436340188	0.785321426920321					0.8898807557032006			0.8196101136871761	0.6612895105908317	0.1058974483918924		0.6591729249879399
bendamustine	1.0185691603590523	0.9152797829379083	0.6536698024204199	0.805640648708087	0.6312339950297612	0.2299293647213809	1.5062304832654383	0.7476462031888379		0.7027745884075212	1.2446205027479504	0.5563068646873739	1.3072714365935625	0.1414560865204829	0.7065844424927274	0.7925178179701546	0.6841486351020687	0.9584581292369106	0.8196101136871761	0.6426635572853799	0.542337399708285	0.7129341993014038	1.1290549288300302	0.3996795300733433	0.31882596004285785	0.6591729249879399	0.4729133919334169	0.0978544231009016	0.6896517576695886	0.7832048413174284	1.30769475371414	-0.16417887453716584	1.0892631194956552		0.6481666798529001	0.2688745398146002	1.0609008724168985	0.7019279541663641		-0.17645507103394034	0.7484928374299951		0.4432811934929253	0.6274241409445549	1.2492769910743131	0.7192839561100809	0.6490133140940565	0.6646760475554598	0.2375490728917935		1.0634407751403692	0.4691035378482114	0.5901722343336507		0.4293117285138357	-0.1646021916577433	0.7031979055280994	0.8196101136871761	0.6282707751857122	0.49323261372118304	0.7624623024090841	1.2556267478829903	0.020387390035043487	0.7362166409332198	0.6913450261519023	0.14695920908800286	0.3010466409785626	0.4559807071102781	0.7425663977418961	1.0570910183316922	1.2035587420518394	0.6134546759654661	1.0634407751403692	0.8039473802257727	0.810720454155028	0.704891174010413	-0.33858552821549104	0.93390573624336	0.1748981390461815	0.5770494035957182	0.5732395495105119	0.9542249580311262	0.9563415436340188	0.5994852109863771	0.8196101136871761	-0.07655223057742429	0.7078543938544629	0.6735657070876071	1.7449813392716895		-0.20820385507732533	-0.07951545042147336	0.1689716993580826	0.7374865922949544	0.493655930841762	0.9728509113365786	0.6214977012564568	0.2485553180268333	-0.3521316760740017	0.2574449775589813
BRD-K26531177	-0.7314238161123015	0.04366983166685867	-0.6996750320689173		-0.8008478238871688	-0.7238041079418897		-0.5112989134115025		0.07118544450445836	-0.5134154990143943	-0.6721594192313168	-0.9739845262037592	-0.036760421243048534	-0.6230546332442156	-0.6539567830464433	0.12367676745618765	-0.3690643608971397	-0.036760421243048534	-1.333931073831624	0.21341999701882108	-0.5227284756671206	-0.6619998083374342	-0.5913058492008314	-0.9900705767857408	-0.6772392246782586	-0.4503412480482041	-0.4211323667282901	0.2176531682246056	-0.6336375612586773		-0.986260722700534	-0.3944633881318476	-0.7352336701975077	-0.7398901585238705	-0.2382593706383959	0.3112062518724453	-0.2619651293907893		-0.7111045943245354	0.019964072914465263	-4.399805319621121	-0.7271906449065177	-0.9976902849561528		0.01149773050289549	-0.38599704572027854	-0.5676000904484373	-0.6243245846059511		-0.576066432860007	-0.8749283199883996	-0.7839151390640308	-0.5138388161349733	-0.4397583200337425	-1.0137763355381344	-0.8575723180446826	-0.4245189036929181	-0.6687728822666889	-0.6217846818824802	-0.7221108394595753	-0.5891892635979388	-2.323096189487312	-0.7860317246669226	0.21722985110402734	-0.5007159853970415	-0.5286549153552195		-0.3110699153778905	-0.8169338744691504	-0.002048417355615244	-0.9485854989690514	-0.6873988355721422			-0.7944980670784925	-1.019702775226233	-0.2653516663554173	-1.368727741143173	-0.6073918997828129	-0.815663923107415	0.08430827524239087		-0.41181939007556456	0.2273894619979108	-0.5874959951156259	0.02927704956719073	-0.289480742228389	-0.8825480281588122		-0.7259206935447816	-0.15528921500501786	-0.6243245846059511	-0.6619998083374342	-0.3605980184855707	-0.6505702460818161	-0.4063162675080446	-0.7623259659145293	-0.6069685826622341	-0.6310976585352064
BRD-K16147474	0.8196101136871761	1.2014421564489468	0.8196101136871761	0.6926149775136378	0.6020251137098479	1.216681572789772	0.591018868574808		0.6744123413287643	0.9444886642578216	0.7078543938544629		1.2175282070309283	0.7082777109750411		0.7518793743946224	0.30993630051070986	0.4060292868820205	0.8975004638736124	0.8627884599861791	0.7950577206936255	0.5643498899783648	0.2972367868933556	0.7975976234170963	1.0858765825310273		0.5740861837516692	0.6794921467757061	0.8928439755472497	0.4928092966006048	0.6007551623481124	0.7904012323672619	0.7260570300393371	0.8196101136871761	0.8196101136871761	0.8196101136871761	0.5529203277227459	0.9182430027819576		0.9432187128960864	0.9220528568671638	0.8196101136871761		1.3161610961257089	0.7565358627209858	0.7463762518271024	1.0981527790278025	0.8196101136871761	0.959304763478068	2.1653352400061	0.6951548802371086		0.7099709794573548	0.6883818063078532	0.7650022051325549	0.7920945008495763	0.5723929152693555	0.6701791701229798	0.6976947829605794	0.20834019157187936		0.5258280320057244	0.2997766896168272	0.7184373218689237	1.1806996175406024	0.7578058140827205	0.6032950650715833	1.2221846953572917	0.5262513491263033	0.5588467674108448	0.5139751526295281	0.3780903569238425	0.8196101136871761	1.0405816506291323	0.5812825748015028	0.7696586934589176	0.5711229639076201	0.4555573899897006	0.5605400358931585	0.8196101136871761	0.5677364269429921	0.5702763296664629	0.7065844424927274	1.1756198120936607	0.8627884599861791	0.7332534210891699	1.1442943451708547		0.5228648121616754	0.7112409308190909	0.5482638393963839	0.7019279541663641	0.5338710572967152	0.7328301039685917	0.8196101136871761			0.679068829655127	0.8196101136871761	
SB-525334	-0.017711150817017858	0.4564040242308571	0.465293683763005	0.1892909211458487	0.26210146588534405	0.4157655806553249	0.6447801428882719	0.4911160281182912	0.21384331413940005	-0.553630625469349	0.1380695495558556	-0.2742413258875646	0.7624623024090841	0.11351715656230495	0.0661056390575174	0.3670841117888019	2.1416294812537067	0.2561750261972459	0.7785483529910656	-0.1925411216159212	0.4915393452388693	0.7870146954026347	0.9745441798188924	0.3844401137325189	-0.8584189522858399	0.5402208141053924	-0.5083356935674533	-0.49267296010605	0.5317544716938233	0.01742417019099441	0.4233852888257375	-0.18746131616898026	0.3624276234624392	0.5639265728577865	0.6299640436680257		0.10251091142726436	0.3730105514769008		0.14399598924395451	0.3831701623707835	0.12790993866197214	0.5444539853111768	-0.22344327141814974	0.7793949872322221	0.3404151331923594	0.05806261376652661	-0.21455361188600167	0.12452340169734485	0.8196101136871761	0.12240681609445225	0.4081458724849131	0.0775352013131355	0.4513242187839161	0.7760084502675948	0.3624276234624392	-0.03930032396652014	0.3327954250219468	-0.19550434145997106	-0.447801345324734	-0.5049491566028254	0.5021222732533309	0.23627912153005806	-0.3237694289952448	0.4089925067260695	0.15881208846419992	0.361580989221282	1.0050230125005415	0.2925802985669936	0.4758766117774668	0.8513588977305603	0.05636934528421221	-0.3673710924148261	1.0727537517930954	0.5927121370571217	-0.008821491284870609	-0.5002926682764626	0.4034893841585496		-0.34535860214474634	0.2671812713322858	0.07160876162503735	0.6511298996969491	-0.08120871890378703	0.6392770203207527	0.6354671662355457	0.7476462031888379	0.06568232193693843	-0.28270766829913363	-0.12184716247931922	0.36031103785954655	0.3141694717164944	0.276494247985012	-0.19804424418344266	0.5342943744172942	0.6092215047596814	0.5088953471825857	0.6612895105908317	0.6274241409445549	0.3869800164559898
GANT-61	-0.20651058659501093	-0.3529783103151581	0.7006580028046285	0.8382360669926285	0.7074310767338841	0.5114352499060573	0.3480348413627712	1.322087535813809		0.9449119813784	0.4906927109977129	-0.04734334925751018		0.08769481220701893	0.1922541409898985	0.5622333043754721	0.6329272635120748	0.4470910475781309	1.002059792656492	1.1921291797962212	0.5800126234397673	0.7269036642804936	0.5080487129414292	0.50508549309738	0.0936212518951171	0.1986038977985749	0.8568620202980802	0.5427607168288624	0.6401236545619092	0.4572506584720143	0.7755851331470165	-0.1256570165645255	0.27437766238211936	0.8873408529797298	1.097306144786646	-0.018134467937596082	0.5114352499060573	0.6579029736262044	0.4864595397919276	1.2700195299826575	0.7285969327628072	0.4614838296777996	-0.036760421243048534	0.4686802207276324	0.8196101136871761	0.10886066823594147	0.3979862615910296	0.9550715922722834	-0.4990227169147272	-0.1976209270628637	0.7332534210891699	0.10166427718610788	0.3531146468097129	-0.3195362577894603	0.7065844424927274	0.536834277140765	0.356077866653762	0.4987357362887037	0.11690369352693228	-0.06808588816585451	0.6198044327741431	0.4259251915492083	0.9830105222304611	0.5872090144896017	0.7768550845087512	0.3907898705411961	0.19310077523105496	0.048326319993222164	0.7561125456004069	0.5393741798642352	0.633773897753232	-0.4262121721752318			0.2904637129641009	0.2494019522679905	0.6659459989171952	0.2781875164673249	-0.3627146040884626	-0.2488422986528568	0.6947315631165304	0.22442624215386092	0.4437045106135036	0.7493394716711516	0.5580001331696876	0.6989647343223149	0.356077866653762	0.10251091142726436	0.36539084330648813	0.6714491214847151	-0.06596930256296263	0.5935587712982779	0.8077572343109789	0.7552659113592505	0.3425317187952513	0.4542874386279652	-0.04184022668999025	0.8196101136871761	0.11267052232114776	0.23204595032427355
ML320	1.892295697232995	0.49323261372118304	0.7671187907354468	0.2794574678290611	0.8873408529797298	0.7201305903512382	-0.015594565214125982	1.3267440241401711		0.8196101136871761	0.0440931487874369	1.2615531875710886	0.3586177693772329	0.6930382946342167	1.5049605319037027	0.701504637045785	2.163641971523787	0.0775352013131355	1.0676739463461538	0.2235796079127045	0.024197244120249768	0.5203249094382044	0.6672159502789307	0.6291174094268693	0.6735657070876071	1.6010535182750134	-0.1887312675307157	0.5673131098224146	0.33067883941905496	0.22103970518923366	0.4318516312373065	1.3877016895034688	0.5639265728577865	0.38782665069714695	0.8196101136871761	1.3407134891192596	1.0909563879779682	1.28568226344406		-0.20100746402749103	0.8475490436453548	0.01911743867330881	0.07499529858966465	-0.05072988622213749	0.9000403665970833	1.5066538003860173	0.8196101136871761	0.7205539074718157	1.1260917089859812	2.2673546660655104	-1.0116597499352424	0.8073339171904	0.2494019522679905	0.699811368563472	1.0172992089973172	0.5270979833674598	1.047778041678966	0.9694643743719504	0.2328925845654307	-0.04607339789577476	0.7523026915152006	0.024197244120249768		0.7675421078560257	1.0710604833107809	0.1905608725075841	0.2811507363113748	0.3239057654897996	0.696848148719423	-0.2382593706383959	0.7103942965779337	1.211178450222252	0.7874380125232129		0.1270633044208157	0.4631770981601124	0.4957725164446538	0.9377155903285672	0.39502304174698055	0.4686802207276324	1.3356336836723193	1.2073685961370455	0.9495684697047636	1.002906426897649	0.02970036668776971	0.38782665069714695	0.9381389074491446	1.8592769618278735	0.6676392673995082	0.16939501647866154	0.012344364744052693	0.06991549314272294	1.6670909890852526	0.7239404444364437	0.3272923024544269	1.3453699774456238		0.6265775067033985	-0.01644119945528243	1.0490479930407013
BRD-K66532283	0.26083151452360864	0.35353796393029113	0.6731423899670296	0.3272923024544269	1.4042110572060296	0.3387218647100457	-0.2509588842557502	0.3679307460299591	1.079103508601772	0.361580989221282	0.9529550066693908	0.5575768160491086		0.14907579469089546	-0.4994460340353054	0.616841212930094	0.03012368380834794	0.27691756510559024	0.7467995689476806	-0.049459934860402816	0.30146995809914084	0.6198044327741431	0.5580001331696876	0.090658032051068	0.05425275968132032	0.4809564172244077	0.15288564877610175	0.7874380125232129	0.5000056876504384	-0.09221496403882763	0.5884789658513371	-0.0930615982799841	1.185779422987544		1.2492769910743131	-0.4198624153665554	0.5063554444591155	0.2379723900123717	0.5503804249992758	0.5211715436793617	0.5304845203320879			-0.8516458783565845	0.28792381024063085	0.4699501720893679	0.42423192306689467	0.5300612032115096	0.33110215653963243	0.8196101136871761	0.5829758432838171	0.2388190242535289	-0.38134055739391504	0.20410702036609485	0.19945053203973206		0.9969799872095508	0.511011932785479		0.28792381024063085	0.07880515267487094	0.4966191506858111	-0.284824253902027	0.04197656318454502	-0.793228115716757	0.3895199191794614	-0.15867575196964515	1.2670563101386092	0.6100681390008387	0.95041510394592	0.144419306364532	-0.20651058659501093	-0.5743731643776926	0.7628856195296623	0.5080487129414292		-0.34197206518011897	0.704891174010413	0.39375309038524586	0.4500542674221807	0.055946028163633976	0.6532464852998411	0.7163207362660311	0.4089925067260695	0.7273269814010718		0.6439335086471155	0.7662721564942904	-0.13327672473493732	-0.8626521234916243	-0.031680615796106815	0.245168781062206	0.5148217868706846	-0.02660081034916585		-0.09009837843593428	-0.12438706520279008		-0.5887659464773606	0.19310077523105496
