	SKMES1_LUNG	HS683_CENTRAL_NERVOUS_SYSTEM	COLO205_LARGE_INTESTINE	NCIH2030_LUNG	KP4_PANCREAS	HDMYZ_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	NCIH1838_LUNG	BT474_BREAST	SNU245_BILIARY_TRACT	RERFLCMS_LUNG	ACCMESO1_PLEURA	DMS114_LUNG	NCIH2452_PLEURA	SW1990_PANCREAS	BICR16_UPPER_AERODIGESTIVE_TRACT	NCIH2052_PLEURA	KYSE520_OESOPHAGUS	SW1353_BONE	LN18_CENTRAL_NERVOUS_SYSTEM	NCIH1915_LUNG	NCIH1373_LUNG	HCC1806_BREAST	HCC827_LUNG	HT144_SKIN	NH6_AUTONOMIC_GANGLIA	CAPAN2_PANCREAS	HEC50B_ENDOMETRIUM	T98G_CENTRAL_NERVOUS_SYSTEM	CGTHW1_THYROID	HUPT4_PANCREAS	TE10_OESOPHAGUS	G401_SOFT_TISSUE	HEC251_ENDOMETRIUM	YH13_CENTRAL_NERVOUS_SYSTEM	JMSU1_URINARY_TRACT	OE21_OESOPHAGUS	SNU1041_UPPER_AERODIGESTIVE_TRACT	NCIH2342_LUNG	JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	OV7_OVARY	COLO680N_OESOPHAGUS	SW1710_URINARY_TRACT	NCIH747_LARGE_INTESTINE	NCIH1341_LUNG	YD38_UPPER_AERODIGESTIVE_TRACT	KMRC2_KIDNEY	NCIH1944_LUNG	AN3CA_ENDOMETRIUM	BICR6_UPPER_AERODIGESTIVE_TRACT	BFTC909_KIDNEY	LI7_LIVER	DMS53_LUNG	LOVO_LARGE_INTESTINE	CAL851_BREAST	HLF_LIVER	SKNSH_AUTONOMIC_GANGLIA	NCIH1581_LUNG	SW1088_CENTRAL_NERVOUS_SYSTEM	YD8_UPPER_AERODIGESTIVE_TRACT	SH4_SKIN	KMBC2_URINARY_TRACT	MDAMB435S_SKIN	U2OS_BONE	G361_SKIN	JHH1_LIVER	KYSE410_OESOPHAGUS	NCIH661_LUNG	HDQP1_BREAST	L33_PANCREAS	LS513_LARGE_INTESTINE	NCIH2291_LUNG	NCIH211_LUNG	HCC1500_BREAST	A498_KIDNEY	HUH28_BILIARY_TRACT	NCIH1650_LUNG	MSTO211H_PLEURA	KYSE180_OESOPHAGUS	TE5_OESOPHAGUS	CAPAN1_PANCREAS	HCC1428_BREAST	ISHIKAWAHERAKLIO02ER_ENDOMETRIUM	Unnamed: 145	PC3_PROSTATE	CFPAC1_PANCREAS	M059K_CENTRAL_NERVOUS_SYSTEM	MFE319_ENDOMETRIUM	Unnamed: 523	RMGI_OVARY	KPNSI9S_AUTONOMIC_GANGLIA	NCIH2087_LUNG	JHUEM2_ENDOMETRIUM	CJM_SKIN	SKMEL5_SKIN	SNU410_PANCREAS	HCT8_LARGE_INTESTINE	Unnamed: 442	GMS10_CENTRAL_NERVOUS_SYSTEM	SCC25_UPPER_AERODIGESTIVE_TRACT	Unnamed: 494
doxorubicin	-3.1865361203311964	-2.4437415688521726	-1.7726569375991397	-1.4103398140960357	-2.9847408489514446	-2.3519240853987045	-2.1452606671323005	-1.5150261380150891		-1.8229470115238608	-1.5439810290626559	-2.4585153363603607	-2.0222447118922	-1.6410476448112965	-1.828153812106976	-1.53229747653469	-1.1289185923354754	-2.5405118626164085	-2.2854632974678863	-1.3467152508730933	-1.337529269356541	-2.702896310070306	-2.0604702478804344	-2.1133002245286265	-3.6276748916860098	-0.35382494455631536	-1.1742135242373712	-0.6488769775995017	-2.1163904395088498	-2.577467447242908	-1.6345285611543885	-3.3934535288699483	-1.7437443782636313	-2.0737624054665993	-2.27695462334426	-2.060131594183972	-1.0002301876796236	-1.200035868592657	-3.2712842078710036	-2.012635413255069	-1.7630476389620091	-2.40703997449802	-1.8417422916775443	-2.643716576613437	-2.330546570809493	-1.293588952240497	-1.5372926185575162	-1.545208648712333	-2.3129365785934284	-2.1946617751038064	-1.5710309930676192	-2.2386444239319085	-2.7691454394408352	-2.378762390843379	-2.154065663240333	-2.7307505766043683	-2.3956104122424016	-1.8106708150270852	-2.097976144763687	-1.2719997790909954	-0.8355598277746029	-1.3061191390096187	-3.123123215668543	-2.7135639015088837	-1.7758741477155358	-1.48670622264839	-2.7619067166789435	-0.8220136799160921	-2.8854729841757965	-2.585341145685668	-1.2876625125523982	-3.5334868323573025	-1.8452981554904035		-2.0253349268724223	-1.9850774687054116	-3.16680954251224	-2.0472627537183867	-2.554523659307556	-2.2727214521384744	-1.2165452362952172	-2.0990767692771906	-2.831119065893521	-0.33054250292450016	-1.4671066399656072	-1.9596361097586457	-1.3907402314132535	-1.7056035056995114	-1.4365854755719003	-3.6316540726194466	-3.3490052312092096	-4.025719980165936	-2.1222322157728324	-2.1520337410615555	-1.4375591049492311	-0.364407872570777	-0.7161843997714771	-1.5220532022166915	-2.9049455717224046	-2.1961433850258314
N9-isopropylolomoucine	-0.2306396624679833	-0.06554598544238366	0.002608070970748244	0.19267745811047676		-0.3271559659598721	-0.1933877558570792	0.1719349192021324		0.2303526818419599	0.5596934016520012	0.052982808319584886	0.1211368647327168	-0.03845368972536218	-0.00670490568197798	-0.02363759050511677	0.01869412155272984	0.31459278883707337	-0.09052169555651324	0.16516184527287706	0.2671812713322858	-0.2780511799727709	-0.5519373569870346	-0.13454667609667276	-0.11507408855006385	0.044939783028594096	0.3158627401988088	0.01700085307041543	0.2781875164673249	-0.08713515859188517	-0.01432461385239055	-0.5168020359790224	0.3658141604270672	0.16516184527287706	0.1516156974143663	-0.5798762869452125	0.3154394230782298	0.03139363517008337		-0.1857680476866666	0.2604081974030304		-0.6048519970593421	-0.3572114815209427	-0.3521316760740017	-0.07231905937163903	-0.4956361799500991	-0.0718957422510608	0.008957827779425385			-0.4554210534951458	-0.14470628699055618	-0.3017569387251643	0.0034547052119046945	-0.21963341733294345		0.1596587227053571	0.14399598924395451	-0.6183981449178529	0.4373547538048264	0.02927704956719073	-0.8579956351652609	-0.3390088453360692	0.21172672853650745	0.18167121297543687	0.1503457460526309		0.28665385887889466	0.033933537893554216	0.2510952207503042	-0.11380413718832842	0.489846076756555	0.547417205155226	0.15246233165552278	0.37893699116499896	-0.5701399931719081	-0.4943662285883637	-0.3275792830804511	0.04282319742570147	0.2295060476008027	0.41195572657011936	-0.1646021916577433	0.27607093086443296	0.31035961763128883	0.139339500917591	0.3861333822148333	0.0783818355542927	0.2265428277567536	-0.16248560605485146	-0.3216528433923522	-0.7839151390640308	-0.2213266858152571	0.2824206876731102	-0.018557785058175062	0.19352409235163395	-0.09179164691824868	0.3141694717164944	-0.3521316760740017	-0.4372184173102716
entinostat	-0.5189186215819149	-0.5464342344195147	-0.4245189036929181	-0.7796819678582463	0.3687773802711163	-0.8237069483984057		-0.4952128628295209	-1.167863767428694	-0.5523606741076129	0.2773408822261685	-0.3483218219887954	-0.4321386118633307	-0.44949461380704697	0.19818058067799668	0.014460950346945325	-0.2302163453474051	-1.2499872888209151	-0.2784744970933491	-1.879332851984912	-0.01093807688776249	-0.6488769775995017	-2.156351575691456	-1.3632246185756531	-1.5486798491010765	0.4928092966006048	0.38401679661194	0.11436379080346144	-0.7017916176718092	-1.0903967343628358	-0.02109768778164592	-1.3175487012652376	0.1922541409898985	-0.5574404795545546	-0.6675029309049542	-0.8355598277746029	0.031816952290661595	-0.3394321624566474	-1.7207159269041623	-0.4262121721752318	-0.4681205671124994	-0.16163897181369422	-0.9117569094787256	-1.6691559016177069	-0.4681205671124994	0.0847315923629691	-1.5344140621375826	-0.4359484659485362	-0.4228256352106045	0.16727843087576896	-0.986260722700534	-1.1064827849448176	-1.664838066987806	-0.8076208978164242	-0.6056986313004994	-0.8093141662987386	-0.4041996819051513	0.020810707155621715	-0.18195819360146032		-0.8524925125977411	-0.2805910826962417	-1.4764619483303911	-1.629321760571273	-2.4338782799426943	-0.3030268900868997	-0.3910768511672195	0.0944678861362743	-0.4109727558344074	-0.7652891857585791	-0.21074375780079546	-1.966578510536132	-0.9071004211523628	-0.7259206935447816	-0.9947270651121036	-0.027870761710901283	-1.097169808292091	-0.018981102178753286	-0.736080304438665	-0.4588075904597732	-1.0438318510992048	-0.3766840690675523	-0.6958651779837111	-0.5096056449291888	0.2477086837856761	-0.652686831684708	-0.8076208978164242	0.4017961156762359	-2.6060836845940116		-1.159397425017125	-1.1153724444769648	-0.4283287577781244	-0.5595570651574465	-0.33308240564797104	-0.8774682227118705	-0.8876278336057531	-0.4715071040771274	-1.2902024152758689	-0.7140678141685844
BRD-K34222889	-0.4643107130272931	-0.5709866274130653	-0.635330829740991	-0.6319442927763637	-1.0116597499352424	-0.598502240250665	-0.3178429893071459	-1.1890296234576163		0.07795851843371374	-0.051576520463294695	-0.8507992441154273	-0.8347131935334456	-0.15105604379923254	-0.23995263912070955	-1.0268991662760667	-0.10068130645039593	-0.20439400099211905	-0.7144911312891634	-0.5604036993986037	-0.01093807688776249	-0.7106812772039571	-0.9439290106426887	-0.4063162675080446	-1.2614168510765338	-0.09433154964171953	-0.736080304438665	0.4458210962163962	-0.39319343677011215	-0.8033877266106397	-0.8262468511218767	-1.337994918189177	-1.2859692440700845	-0.8198970943131995	-1.2533738257855431	-0.6344841954998345	-0.3258860145981367	0.3772437226826853	-2.2417346389121318	-0.4850532519356382	0.4741833432951523	-0.6010421429741358	-0.8846646137617041	-1.8314980173595459	-1.025205897793753	-0.28016776557566353	0.013190998985209895	-0.9451989620044242	-0.7792586507376673	-0.501562619638198	-0.8740816857472424	-1.7454799784580026	-1.3526416905611922	-0.4994460340353054	-0.7437000126090768	-1.7933571447954262	-1.455042102029121	-0.2395293220001313	-0.8728117343855071	-0.5976556060095086	-0.5756431157394281	-0.4410282713954779	-2.698917129136868	-1.1691337187904296	0.07922846979544916	-0.5430476974548867	-0.6095084853857049	-0.7127978628068491	-0.20566395235385448	-1.0810837577101098	-0.15020940955807613	-2.004126739131442	-1.0048866760059871		-1.0404453141345775	-1.0527215106313528	-1.3180566818099313	-0.35890475000325706	-1.1339983977824173	-0.4533044678922532	-0.038030372604783966	-0.3843037772379641	-0.7873016760286581	-0.16248560605485146	-1.025205897793753	-0.6797791274017294	-0.33350572276854923	-0.21074375780079546	-1.07007751257507		-1.3255070631321122	-1.4507242673992211	-0.5019859367587762	-0.5129921818938161	-0.5265383297523268	0.09997100870379423	-0.3775307033087088	-0.3296958686833429	-1.2051156740395983	-0.7889949445109725
BMS-536924	-0.09221496403882763	0.43100499699615	-0.4516111994099396	0.030970318049505136	0.22019307094807644	0.4487843160604453	-0.1459762383522916	0.6143013102066232	-0.1493627753169189	-0.2649283492348384	-0.024484224746273976	-0.4909796916237356	0.3018932752197191	0.044939783028594096	-1.3125112275303537	-0.19719760994228472	0.4542874386279652	0.03435685501413245	0.8196101136871761	0.1854810670606432	-0.13158345625262366		-0.7030615690335446	0.4555573899897006	-0.4080095359903583	-0.98753067406227	0.4657170008835833	-0.07782218193915896	-0.18703799904840204	-0.6873988355721422	-0.0972947694857686	-0.3089533297749986	0.6121847246037305	0.5364109600201861	-1.0734640495396972	-0.14512960411113515	-0.4693905184742348	0.2396656584946861	-0.6408339523085109	-0.17687838815451862	-0.2213266858152571	0.2908870300846792		-1.0459484367020977	0.052136174078427695	-0.09221496403882763	-0.1353933103378292	-0.29244396207243883	0.0004914853678556123	-0.007551539923135183	-0.6560733686493361	-0.6738526877136313	0.18886760402527047	-0.1260803336851045	0.3971396273498732	-0.6598832227345416	-0.5252683783905914	-0.011361394008340716	-0.6167048764355393	-0.4300220262604381	-0.2513822013763277	-0.3165730379454105		0.6303873607886048	0.04536310014917232	-0.28397761966086904	0.03647344061702508	-0.06808588816585451	0.7201305903512382	-0.8715417830237716	0.2345858530477444	-0.3766840690675523	0.4106857752083839		-0.8182038258308866	-0.3817638745144933	-0.6196680962795883	-0.13496999321725173	0.356077866653762	-0.28397761966086904	0.7235171273158655	0.7738918646647022	-0.546857551540093	0.5939820884188571	0.6557863880233118	0.489846076756555	0.6765289269316569	0.10716739975362784	-0.34281869942127546	-0.5802996040657915	-1.0298623861201166	-0.581146238306948	0.26802790557344225	0.5685830611841493	0.5160917382324199	0.6104914561214161	-0.541354428972573	-0.0007784659938798159		-0.11295750294717123
CBB-1007	0.7353700066920618	0.4856129055507712				0.8196101136871761		0.8196101136871761		0.6947315631165304		0.4974657849269682		0.7586524483238778	1.0113727693092185		0.7133575164219829			0.7269036642804936				0.7688120592177612	0.4559807071102781	0.7514560572740442		0.121983498973874				0.6037183821921616		0.7578058140827205		0.8196101136871761		0.2523651721120396		0.887764170100308			0.5537669619639031	0.9157031000584868		0.467410269365897	0.7065844424927274	0.6854185864638042	0.9474518841018708			0.7700820105794959		0.6553630709027336	0.5850924288867091	0.22611951063617536				0.6261541895828195	0.4496309503016017				0.6938849288753731								0.8196101136871761	0.8196101136871761					0.9127398802144376	0.5842457946455526	0.8018307946228808			0.7002346856840503		0.7671187907354468	0.7341000553303272	0.6185344814124076					0.7527260086357795			0.8196101136871761	0.696848148719423	0.8242666020135387		0.5791659891986108
BRD-K35604418	-0.3521316760740017	-0.1815348764808821	0.048749637113800384	0.3463415728804576	-0.4770102266446474	-0.2695848375612019	-0.031257298675528594	0.7078543938544629		-0.6590365884933851	-0.26154181227021106	-0.6873988355721422	0.15415560013783716	-0.17349185118989055	0.21426663125997827	0.08515490948354808	-0.021521004902224142	-0.05284647182503012	0.11267052232114776	-0.0972947694857686	0.016577535949837203	-0.049883251980981036	-0.17052863134584226	0.008534510658846408	-0.5726798958953789	0.03816670909933949		0.4953491993240764	-0.22428990565930615	0.03774339197876049	0.07245539586619379	-0.7492031351765968	-0.5942690690448805	0.09319793477453887	-0.4262121721752318	-0.121000528238162	0.29639015265219915	-0.4245189036929181		-0.2221733200564143	-0.005434954320243304		-0.5100289620497662	-1.8681996117136983	0.13891618379701204	0.16431521103171984	-0.29244396207243883	-0.9363093024722762	0.12410008457676587		-0.13073682201146647	-0.3038735243280577	-0.49267296010605	-0.19846756130402013	-0.2509588842557502	-0.681895713004622	-0.6014654600947141	-0.6967118122248682	-0.363984555450198	0.1677017479963479	-0.5379678920079457	0.028853732446612507	-0.10152794069155237	-0.6967118122248682	0.22019307094807644	-0.18661468192782385	-1.0391753627728413	0.489846076756555	-0.17518511967220496	-0.07570559633626707	0.9533783237899698	-0.6052753141799204	-0.741160109885606	0.01827080443215086	-0.15190267804038976	-0.5024092538793544		-0.09390823252114057	-0.3754141177058169	0.4238086059463157	-0.22005673445352167	-0.2907506935901244	0.0783818355542927	0.21595989974229268	-0.36525450681193344	0.11775032776808947	0.1537322830172582	-0.5544772597105055	0.1583887713436217	-1.344048353013449	-0.8732350515060859	-0.5671767733278591	-0.3021802558457433	-0.33435235700970645	0.15076906317320912	0.1626219425494062	-0.8228603141572494	-0.2344495165531896	-0.7280372791476742	-1.010813115694086
betulinic acid	0.7290202498833854	0.522441495041097	0.8196101136871761	0.7209772245923947	0.7307135183656991	-0.3898068998054841	0.8196101136871761	1.6082499093248468		1.085453265410449	1.3385969035163676	1.3199709502109167	0.7489161545505733	0.8196101136871761	1.0693672148284674	0.8835309988945235		0.6329272635120748	1.1155087809715205	0.5376809113819215	0.8174935280842834		0.7197072732306592	-0.5214585243053851	1.1227051720213532	0.8196101136871761	0.9093533432498094	0.7518793743946224	1.0024831097770708	0.7501861059123087	0.6871118549461178	0.9389855416903018	0.8649050455890709	1.0223790144442582	1.2285344521659682		0.8196101136871761	1.1277849774682949	1.21710488991035	0.6380070689590166	0.8196101136871761	0.9720042770954216	0.4293117285138357	1.0266121856500434	1.085453265410449	0.8196101136871761	-0.3161497208248322	0.9927468160037664	0.8771812420858462		0.8255365533752742	0.7946344035730473	1.073600386034252	0.4140723121730112	1.6700542089293025	0.8196101136871761	0.7578058140827205	-0.23275624807087594	0.6765289269316569	0.3196725942840151	1.142601076688541	1.3174310474874444		1.02195569732368	0.8958071953912987	-0.2602718609084749	1.035501845182191	0.6667926331583517	0.8196101136871761	1.145987613653169	0.3890966020588824	0.8018307946228808	0.3586177693772329	1.5062304832654383	1.151490736220689	1.0609008724168985	0.22823609623906724	0.9775073996629414	-0.3017569387251643	0.8014074775023026	0.8166468938431269	0.8162235767225487	0.8196101136871761	1.0096795008269053	1.1633436155968853	1.3927814949504107	1.0325386253381414	0.8869175358591515	1.251816893797784	0.9068134405263386	-0.05623300878965818	1.0490479930407013	1.2767926039119122	1.0126427206709536	1.002906426897649	0.8183401623254406	0.6405469716824874	1.2344608918540672	0.9753908140600496	-0.39827324221705385
BRD8899	0.5829758432838171	0.8183401623254406	0.8196101136871761	0.5215948607999399	0.8196101136871761	0.4860362226713494	0.3344886935042605	0.6960015144782657		0.9322124677610456	0.5651965242195212	0.8196101136871761	0.687958489187275	0.524981397764568	0.7946344035730473		0.5905955514542289	0.7781250358704866	1.1815462517817596	1.0088328665857471	0.8272298218575886	0.8196101136871761	0.6981181000811577	0.5283679347291953	0.7260570300393371	0.6667926331583517	0.8196101136871761	0.8881874872208869	1.3060014852318271	0.7116642479396684	0.6896517576695886	0.6003318452275335	1.545598975479235	0.7446829833447888	1.421990376270324	0.5673131098224146	0.6532464852998411	0.21257336277766464		0.5677364269429921	0.8196101136871761	0.7929411350907328	0.5080487129414292	0.9288259307964184	1.0075629152240126	0.5101652985443218	1.502420629180232	0.4767232460186232	1.0655573607432611		0.22781277911848904	0.9609980319603816	0.4056059697614422	0.4259251915492083	0.7467995689476806	0.5778960378368755	1.3047315338700916	0.5211715436793617	0.5012756390121738	0.07076212738388014	0.828499773219324	0.8314629930633731	0.2828440047936884	1.0101028179474827	0.7230938101952873	0.8297697245810587	0.8196101136871761	1.0194157946002091	0.7620389852885058	1.0156059405150026	0.7332534210891699	0.7650022051325549	0.5833991604043954	0.8196101136871761	0.7142041506631392	0.559270084531423	1.1485275163766393	0.7353700066920618	0.4026427499173931	0.7065844424927274	0.6904983919107458	0.8196101136871761	0.7150507849042964	0.6756822926904997	0.8196101136871761	0.7535726428769359	0.9703110086131078	0.7302902012451209	0.39586967598813777	0.6371604347178601	0.4216920203434238	0.7582291312032995	0.5016989561327527	0.8721014366389054	0.9157031000584868	0.7713519619412312	0.6227676526181922	0.6011784794686914		0.6380070689590166
pifithrin-alpha	-0.24503244456765125	0.4940792479623402	0.6579029736262044	0.5114352499060573	0.5956753569011699	0.29300361568757105	-0.15274931228154698	1.0647107265021047		0.7467995689476806	0.18802096978411328	0.5702763296664629	0.43523816820193456	0.20410702036609485	0.3344886935042605	0.3522680125685565	0.2832673219142674	0.6062582849156324	1.0562443840905351	0.13510632971180575	0.462330463918956	0.06779890753983106	0.6422402401648011	0.4390480222871408	0.6282707751857122	0.5313311545732451	0.4470910475781309	-0.14809282395518347	-0.10491447765618042	0.6388537032001738	0.5156684211118417	0.23839570713295066	0.6587496078673609	0.1545789172584154	-0.01432461385239055	0.5359876428996079	0.9030035864411324	0.462330463918956		-0.01432461385239055	0.32856225381616233		-0.1857680476866666	0.20834019157187936	0.7192839561100809	0.15330896589667922	-0.2458790788088077	0.6210743841358786	0.9986732556918648		0.6612895105908317	-0.1337000418555163	0.6579029736262044	0.3226358141280641	0.048749637113800384	0.7954810378142037	0.2375490728917935	0.2096101429336148	-0.013901296731811572	0.30612644642550435	0.10886066823594147	0.7091243452161983		0.12875657290312936	0.7738918646647022	0.3035865437020335	0.3700473316328517		0.6570563393850473		0.3548079152920266	0.12325345033560943	0.43100499699615	1.2844123120823248	1.1311715144329229	0.4928092966006048	0.1423027207616401	0.3899432363000389	0.3035865437020335	0.6964248315988439	0.6951548802371086	0.739603177897847	1.0731770689136737	0.453440804386808	0.7954810378142037	0.5753561351134047	0.5850924288867091	0.4631770981601124	0.7264803471599146	-0.036760421243048534	0.07965178691602814	0.06483568769578198	0.5571534989285312	0.5207482265587835	0.38782665069714695	0.6744123413287643	0.2184998024657628	0.6697558530024015	0.3679307460299591	0.2455920981827843
fluvastatin	-1.3340580689677974	-0.33646894261259835	0.4424345592517689	-0.6852822499692494	-1.064151072886971	-1.162360644861174	-0.5155320846172877	1.0172992089973172		-1.0789671721072172	0.06229578497231113	0.13256642698833565	-0.5951157032860377	-0.7856084075463444	0.5969453082629061	-1.1572808394142324	-0.3567881644003652	0.1058974483918924	-0.6255945359676864	-1.322289853015716	0.6299640436680257	0.2333159016860089	-1.2825827071054563	0.1296032071442858	0.4077225553643341	0.2430521954593134	-0.546857551540093	-0.5659068219661236	0.21680653398344912	0.6494366312146355	-0.19550434145997106	-0.018557785058175062	-0.4329852461044871	-0.9756777946860731	-0.058349594392550816	-0.130313504890889	-0.03422051851957767	0.06441237057520299	-0.4778568608858038	-0.4647340301478721	0.3857100650942543	0.4039127012791285	-0.5002926682764626	-0.17857165663683305	-0.4761635924034902	0.2430521954593134	-0.3648311896913553	-0.3724508978617678	-0.07485896209510988		-0.5286549153552195	-0.961708329706984	0.4509009016633371	0.04790300287264318	-0.8393696818598092	-1.2228949931038935	-0.3013336216045861	0.6672159502789307	-1.1708269872727433	0.07330203010735101	0.31459278883707337	0.4987357362887037		0.5351410086584506	0.10970730247709867	0.5897489172130725	-1.5034695806232972	0.6604428763496752	0.7565358627209858	0.6096448218802597	-0.2704314718023583	-0.4664272986301857	0.2341625359271661		-1.4028047693497392	-0.4837833005739027	-1.7168637411068983	-0.5561705281928192	-0.2314862967091405		0.5182083238353126	-0.31826630642772485	-0.8033877266106397	-0.34027879669780464	0.408569189605492	-0.8491059756331136	-0.1997375126657556	0.1905608725075841	0.4720667576922605	0.4860362226713494	0.4724900748128386	-1.2432142148916596	-1.035365508687636	0.6130313588448877	0.5626566214960511	0.3708939658740082	-1.0772739036249035	-0.057079643030814635	0.4267718257903648	-1.6223370280817284
skepinone-L	0.3484581584833502	0.6397003374413303				0.32602235109269145		0.6951548802371086		0.5326011059349798		0.6849952693432261		0.6659459989171952	1.3038848996289352		0.2900403958435228			0.6236142868593494				0.5986385767452198	0.37258723435632257	0.461907146798377		0.11648037640635404				-0.369487678017718		0.6739890242081861		0.3116295689930243		0.4301583627549928		0.5427607168288624			0.3738571857180573	-0.3961566566141612		0.4572506584720143	0.5414907654671278	0.01911743867330881	0.5613866701343156			-0.8368297791363383		0.307819714907818	0.4170355320170603	0.2218863394303901				0.4500542674221807	0.4767232460186232				0.3865566993354115								0.20453033748667385	0.19945053203973206					0.5931354541776999	0.16939501647866154	0.5580001331696876			0.7311368354862781		0.5537669619639031	0.6248842382210841	0.4614838296777996					0.5842457946455526			0.7586524483238778	0.6380070689590166	0.6422402401648011		-0.03464383564015665
darinaparsin			0.8196101136871761	0.9863970591950894	0.4737600261745741		1.1387912226033348				0.8945372440295634		0.908506709008653			0.7963276720553608		1.039311699267397	0.8196101136871761		1.0405816506291323	1.2162582556691928	0.8090271856727144				1.5756544910403047		0.6655226817966162	0.7988675747788317	1.0630174580197902		0.8196101136871761		0.5728162323899337		0.6934616117547949		-0.24926561577343576		0.7302902012451209	1.4939542867686628			1.2492769910743131					1.8474240824516772	0.8196101136871761		0.8784511934475817				0.4403179736488755	0.7904012323672619	1.00544632962112			0.8069106000698225	0.6261541895828195	0.9542249580311262		1.4795615046689958	1.4490826719873469	0.6841486351020687	1.1497974677383749	1.2573200163653049	0.6667926331583517	0.4343915339607773			0.6714491214847151	0.808180551431558	2.071358839237683	1.125245074744824				1.5324761447413031	0.7624623024090841		0.8196101136871761				0.5986385767452198	0.974120862698314	1.0964595105454895	0.7561125456004069		0.7832048413174284	0.5330244230555587				1.3441000260838885	
cucurbitacin I	-2.978264097006594	-2.224971280937224	0.5355643257790296	-2.1372176418413096	-2.0242343023589187	-2.3376159667231526		-1.0404453141345775		-2.1837401933928824	-0.2213266858152571	-1.0459484367020977	-1.5311968520211865	-1.411017121488961	-1.121722201285642	-1.6179768617397707	-1.0120830670558207	-1.6011711720528061		-2.0853612945704483	-0.7470865495737049	-1.0484883394255684	-2.1364980027363263	-1.9092190406977516	-3.8914861212305056	-1.291049049517026	-0.2759345943698783	-1.0438318510992048	-1.633385604928827	-1.9372426340800448		-2.5541426738990354	-1.169980353031586	-2.5568519034707373	-1.958154499836621	-2.224759622376935	-1.1657471818258014	-1.0980164425332477		-2.9896513275501544	-0.1976209270628637		-2.55875683051334	-3.960952460717431		-1.6866388986975969	-2.43730714861938	-1.906001830581355	-1.476588943466565	-0.161215654693116	-2.2041017468927064	-2.2259872420266134	-1.8357311885653305	-1.5594744356758277	-1.814946317944928	-3.618658237017689	-1.3710136535942965	-1.2817360728643	-2.195212087360559	-3.3357130736230456	-1.112832541753494	-1.3482391925071762	-1.766222517366347	-2.7235118538424774	-2.5558359423813486	-1.3638595942565208	-0.6810490787634649	-1.3758394687688908	0.04070661182280959	-3.0311787370789016		-2.632244682645761	-3.7196617019877087	-1.9327131408898552		-1.6949782459729927	-2.417199585391903	-0.3474751877476382	-2.490814432660497	-0.6899387382956128	-0.11422745430890666	-0.8791614911941842		-0.3711809465000324	-0.14809282395518347	-2.170363372382603	-0.0833253045066789	-1.6227180134902497	-2.0370184794003885	-1.8814917692998625	-2.316958091238924	-1.4306167041717444	-1.0717707810573835	-1.0336722402053222	-1.5038928977438752	-2.150594462851589	-2.4899254667072825	-1.7972093305926902	-2.032912303330777	-2.4117811262484987
teniposide			-1.1132558588740729	-0.6107784367474404	-2.1921642040923937		-1.4554654191496996				-0.5735265301365362		-1.3617853403656863			-1.5066444590276358		-0.7729088939289909	-1.5192593092208737		-0.227253125503356	-1.1255320553708483	-1.07007751257507				-0.4956361799500991		-1.6345285611543885	-1.2893557810347116	-0.258578592426162		-0.8939775904144304		-2.2381787750992723		0.25913824604129426		-3.0493390415517174		-0.4528811507716742	-1.9532016895258533			-1.1276486409737398					-0.4740470068005976	-1.6195854667979688		-2.3364730104975906				-1.313527188619742	-1.1720969386344786	-0.7475098666942831			-0.21243702628310984	-1.8891114774702742	-1.9009643568464711			-1.3376139327806564	-0.3542482616768936	-1.7886583247570058	-0.8618054892504672	-0.8622288063710462	-2.503852599974314			-0.10322120917386678	-0.9181066662874028	-2.269334915173848	-0.7301538647505661				-0.7538596235029602	-0.6399873180673544		-0.21709351460947332				-0.24206922472360146	-2.52379083635356	-2.306925475481214	-3.2410593654617017		-0.5451642830577793	-0.2416459076030232					
