	Sample 0	Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8	Sample 9	Sample 10	Sample 11	Sample 12	Sample 13	Sample 14	Sample 15	Sample 16	Sample 17	Sample 18	Sample 19	Sample 20	Sample 21	Sample 22	Sample 23	Sample 24	Sample 25	Sample 26	Sample 27	Sample 28	Sample 29	Sample 30	Sample 31	Sample 32	Sample 33	Sample 34	Sample 35	Sample 36	Sample 37	Sample 38	Sample 39	Sample 40	Sample 41	Sample 42	Sample 43	Sample 44	Sample 45	Sample 46	Sample 47	Sample 48	Sample 49	Sample 50	Sample 51	Sample 52	Sample 53	Sample 54	Sample 55	Sample 56	Sample 57	Sample 58	Sample 59	Sample 60	Sample 61	Sample 62	Sample 63	Sample 64	Sample 65	Sample 66	Sample 67	Sample 68	Sample 69	Sample 70	Sample 71	Sample 72	Sample 73	Sample 74	Sample 75	Sample 76	Sample 77	Sample 78	Sample 79
Sample 10	0.11127855730562856	0.41865785032813296	0.29511577505121106	0.31843827138786934	0.11242284152190335	0.3573274646961711	0.24693794623282692	0.19545621481893524	0.5668550569015665	0.36004981463528996	0.0	0.24477491418218908	0.35789404419028953	0.4670922048911376	0.26026193459306923	0.3229280398675793	0.6909583423567469	0.6382570358606613	0.30962014238749824	0.5299196927051766	0.14962148803714684	0.4269995540402476	0.15689965220629265	0.41808261100066435	0.49742037097113795	0.41665501554282797	0.36520639323639587	0.6487570532968548	0.36395873520562866	0.391910273538637	0.1061194748370388	0.26101259898371976	0.4843812263530108	0.24434242959587021	0.19738498938321658	0.20227905380988542	0.4502385215475406	0.4688026998535211	0.10105352152748293	0.04884055719664787	0.3868939771787134	0.26396384886787677	0.30249666087373184	0.4512897060184141	0.1543536807563229	0.33270820936922413	0.19300343535963493	0.6376423567006216	0.17054339438022878	0.33423089878856505	0.12654114499991856	0.6520661640765061	0.2717636799761712	0.3986553525273232	0.33563377633108166	0.12004810709559924	0.43340431255925876	0.5653945171294413	0.16497119637913887	0.24046920593230317	0.36639157563432095	0.06293458440719721	0.3273829107641122	0.10014699547983391	0.29228545437860476	0.1975071114033143	0.47928483995356796	0.3270652259609843	0.11167090290123156	0.4332522868628787	0.13018871511318755	0.5794781180678916	0.4124575690222803	0.3472758645654545	0.26036127185534846	0.3966675103118743	0.11479466575757433	0.3353466856962905	0.3286730797788048	0.6043887529666463
Sample 11	0.18219877403479615	0.6137474392791586	0.5140100239633476	0.2422380380626075	0.31620752303442423	0.581936959466876	0.47938639170542646	0.18715387419159538	0.6952786731957469	0.41896161793908365	0.24477491418218908	0.0	0.5580464587874518	0.6633264462622561	0.11421321650496828	0.18622526790029842	0.912615339462714	0.8428428547197181	0.5011306418277219	0.6879068676593799	0.3392151329396222	0.6481961117465636	0.38741132557557323	0.6464810174383971	0.5977068277101979	0.6053975654937744	0.5382886851557023	0.8485565462702321	0.2582945301122052	0.564277625526968	0.23219100945734666	0.4797270788492831	0.4636587380489217	0.4705602339919997	0.41331373348259437	0.4217499891233963	0.6866528590521485	0.6779965001143268	0.1768458866804787	0.26478769180571254	0.5728634328174526	0.25504769491914725	0.5015162173873124	0.6854620243655069	0.12471610692552455	0.24807304726790905	0.2722009344868144	0.8617428197530854	0.16411560308611262	0.521498508971589	0.31473869084286266	0.8614952389927116	0.29629941181333336	0.3269149962474065	0.5509575998990265	0.32064094365036294	0.4894779587175413	0.6768368735854575	0.1992509978210456	0.36506161963642647	0.24812701982842686	0.24303761827532508	0.3881877996608	0.19749262581366514	0.28028990972371004	0.1893107211714666	0.5257219136915219	0.2241080159364331	0.2584423885652405	0.6432313159681542	0.27470486558807305	0.6881646825390323	0.6097540458796364	0.5850360408147356	0.3618294565041516	0.4309505447476612	0.18258358368891237	0.4817908340622629	0.31238451521514027	0.5771525387304959
Sample 12	0.4385965657593961	0.4679345284929244	0.13337791656408038	0.5429449661057506	0.3898892397385099	0.09586225950539691	0.1929408679288488	0.4652290923543025	0.3110394873924894	0.34526819609136805	0.35789404419028953	0.5580464587874518	0.0	0.16071754867407925	0.5958457191459576	0.6624416997698275	0.5628140348099898	0.3371874508882492	0.4531332221574964	0.20666779371873611	0.29194396902053316	0.16243644403839025	0.24971121202164107	0.16975351144626574	0.3064170415351309	0.5252752185776679	0.14844369343052477	0.300004284031352	0.6835961364965901	0.09097376672736446	0.32756265893160763	0.20927874843354866	0.5141967297557973	0.14956930547067412	0.18831105828526717	0.15840058377061209	0.3288625071001324	0.22608210221302677	0.38326628966156207	0.34271084110030525	0.11843200529959079	0.4653247009703819	0.05819340741278648	0.22632018213554617	0.48645714818572655	0.6804965771203524	0.3401109856826907	0.35880074488818026	0.4747316673556792	0.3984656400499445	0.3996672376796449	0.32253835384325175	0.6087013367705375	0.5769024019345919	0.08872900935643352	0.40599900807074296	0.7261086021341071	0.769262804919251	0.4240057489185699	0.31063531537937594	0.7240369840978759	0.3793268052112647	0.34024720192472957	0.45510676818741236	0.4560418754118244	0.435981387010406	0.42303454847075106	0.5698136850364556	0.32084524168832	0.08924309064720001	0.2914902137278018	0.3345206756957059	0.10743655573788492	0.2214894253854059	0.258783385274972	0.37589100235520395	0.4169100681570583	0.5211771317685697	0.48207677318246134	0.6007645334265295
Sample 13	0.5627663943984345	0.4496746589688206	0.1832923050075362	0.6852925240178194	0.47475367550455877	0.16792967220466318	0.2558450146608865	0.6015428955470671	0.3997906733471353	0.48584855750566824	0.4670922048911376	0.6633264462622561	0.16071754867407925	0.0	0.7146848017775139	0.7843101396013266	0.47625235199907295	0.18969074404149378	0.4815406844066576	0.24718925624216645	0.43587018144677236	0.11242609561202051	0.3302403366883588	0.15027230374958034	0.4134044244716208	0.5334196130972709	0.30040015387033037	0.20168135290046119	0.8168937041337527	0.210042862752724	0.44573662844246853	0.2425260269750152	0.648976874436256	0.28401119272661124	0.3305033857926091	0.2798260432104482	0.3034106560062558	0.10886265149664187	0.49090999543283464	0.464699031641395	0.26339093267740915	0.610824008684256	0.20681019442377074	0.19569670210219411	0.6059754184711263	0.7993479139976151	0.4800663526734407	0.24584753176513244	0.605093168713057	0.3903784270377355	0.4761878068946965	0.20361987533041587	0.6890531816130931	0.7236123509391632	0.144248991280078	0.4987435845006861	0.7839236302015742	0.7855723369417373	0.5596791284082941	0.46632690656577386	0.824284328737617	0.5027850560517382	0.4833451614387567	0.5667003715698057	0.6011757297101177	0.5703140913665323	0.5599153950727955	0.7093714585181412	0.4530476924793836	0.1467956716318933	0.4199348092387218	0.4076839083647176	0.05890587088454072	0.24198086083110412	0.39181151179345436	0.5051291068400393	0.5440303940918282	0.5417108742183289	0.630538445357087	0.7293935596119134
Sample 14	0.16493446516062646	0.6348975128508041	0.5520236164861912	0.21861512172345826	0.3214964225848722	0.609976531266619	0.50719272543565	0.16538322121134424	0.7304588392795405	0.44897279674352547	0.26026193459306923	0.11421321650496828	0.5958457191459576	0.7146848017775139	0.0	0.07891719832923567	0.9360731501241021	0.8926748788325738	0.508493850608914	0.7346118499751445	0.3355409014699625	0.6848581003944234	0.41621374561996	0.6766438708115963	0.6386902478344787	0.6077918782724958	0.5624369342487642	0.8936487298351868	0.14868219063485474	0.6064232767139051	0.27422376201934356	0.5184166702843955	0.48783900385990103	0.48638921959694703	0.4278775570194227	0.450356355787988	0.703877152221633	0.7250414585848457	0.2287284647611244	0.26829892281674356	0.5979923946585904	0.24007677849447098	0.5377987962843235	0.7105029421491234	0.11015689316186303	0.14340278935846623	0.29558067685658995	0.8974265347496557	0.13396927227291205	0.5566203975445005	0.32761350987403054	0.9048788389967212	0.27077274861073086	0.3073263649421379	0.5889456106209144	0.311572960727343	0.4580189462495062	0.6638742385467603	0.19360453299281577	0.3655041393282618	0.18976890408804706	0.2349937381833661	0.41631918132260354	0.17924796161118806	0.2810728454662315	0.19973572654436234	0.5473076192077015	0.19605285961125002	0.27812921697986415	0.6753995551786096	0.3087805466350428	0.7347147578696137	0.6587561840762226	0.6059019295954544	0.4070188339757126	0.4717658649604017	0.1813736670408075	0.49825802147408266	0.3035299968081031	0.5999857334312492
Sample 15	0.22483781312634166	0.6801327834629968	0.6172352355016089	0.25471047742475406	0.37131707520002305	0.6718327229080263	0.5679404208550248	0.22156340796546564	0.7931669821346078	0.5096676299555538	0.3229280398675793	0.18622526790029842	0.6624416997698275	0.7843101396013266	0.07891719832923567	0.0	0.985080082482997	0.960209853092978	0.5484433857386027	0.8033329865174501	0.3901900421733368	0.7485451002546393	0.47813967125217716	0.7377145951889694	0.7031605201422164	0.6417425720365639	0.6240655042488034	0.9610541976539837	0.09242388178941496	0.6746345281683039	0.34704200823421566	0.5822448786573151	0.5366659441897843	0.5452174533198709	0.48765138834615296	0.514642017415106	0.7552450278977572	0.7913587504659936	0.30411782481925637	0.327728119536474	0.659834812944803	0.2873381912386564	0.604427662652053	0.7684479651793023	0.17939047853891327	0.08734001682898232	0.36113034839170544	0.958830776323225	0.19319654062617106	0.6103639677817269	0.3788103990711346	0.9709327968076736	0.28430822326927746	0.3352236124312588	0.6546022294143962	0.35542677782060517	0.4555615127449954	0.6742199083187955	0.2548701683310459	0.41980342316652847	0.1595947185881014	0.29153698554184093	0.4774228883181117	0.231752485651971	0.33149030051547645	0.2641260765560003	0.6003726707492951	0.22823757660870667	0.3445040080728734	0.7391527791544013	0.37867352175537694	0.801057145457086	0.7281047424873895	0.6619773024377958	0.4771109506294137	0.5343816662568058	0.24639837709089427	0.5367145028813189	0.34634960889765676	0.6439496811911254
Sample 16	0.7964882076349774	0.3321724115169086	0.4782744650346971	0.994091623153675	0.6150952001516293	0.47995979311434106	0.47482537043572753	0.8771776291486346	0.8435521849194161	0.8893672871189298	0.6909583423567469	0.912615339462714	0.5628140348099898	0.47625235199907295	0.9360731501241021	0.985080082482997	0.0	0.4010873842917106	0.4540428297631207	0.7047111164881672	0.70866671737428	0.4040882037688749	0.5453403127372047	0.395913266870497	0.8653556717503573	0.39629786832637925	0.6935348658947778	0.527190302489491	1.0246686674161043	0.6482778277748302	0.7420587880803583	0.46351601981979756	1.0593346435196374	0.5701579198489816	0.6253687468749228	0.580191957497323	0.2648702235117403	0.3725483461608171	0.76219662170359	0.7009591803283216	0.655041889688506	0.9228472967155241	0.5860292859321484	0.3465824432529889	0.841359604178319	0.9583369950122559	0.8124540457430409	0.3153582822770953	0.8574502081191271	0.40581760339962564	0.6104736525869845	0.4495905480761326	0.7679253456121277	1.0580103626533497	0.48698284300409256	0.6307415008482016	0.740709095303719	0.605473411596812	0.8414197209954869	0.7954519039068179	0.95917996451819	0.730086115241551	0.8746386920547962	0.7595246367863452	0.9376748619870199	0.8721491567504845	0.9791842891690612	1.010092939677496	0.7460002328633905	0.5286289782896898	0.7329780554593488	0.8709379628700831	0.4992810626639194	0.38247879493329706	0.7791198333760351	0.924302721726144	0.8017764541776953	0.5113793716565144	0.9688800601404977	1.1569317378397854
Sample 17	0.7393301720728209	0.5065625697031839	0.34438665400126195	0.8725569978105907	0.6256423749886796	0.3149568423968184	0.40361905173995394	0.7850542563082841	0.5293227870500105	0.66862563748067	0.6382570358606613	0.8428428547197181	0.3371874508882492	0.18969074404149378	0.8926748788325738	0.960209853092978	0.4010873842917106	0.0	0.5798707815575725	0.3721635897142271	0.6106329301874598	0.22286598564116386	0.4889403735341465	0.2493925782187836	0.5701228622082388	0.6000478293564366	0.46696989410343903	0.15597432901335223	0.9938727552137694	0.38296238376866903	0.6293931082858579	0.3883402744961991	0.8297247071812288	0.4479320774672024	0.5032879814977372	0.4544892260128996	0.3381185477126354	0.17671250995889856	0.6712613041077526	0.6378522316609349	0.4224551169882597	0.7968848123362069	0.3880454730117745	0.2509913540967874	0.7841131040969644	0.9677167144506068	0.667447626964073	0.12552607495143198	0.7857246744146458	0.4819736913587476	0.6250521563309386	0.0924893703616864	0.8345235045806372	0.910860318701563	0.31175070512901	0.6490618290625634	0.8991933263102746	0.8547597869439663	0.7432819538097618	0.6468159826191252	0.9873164250889831	0.6756734366336851	0.6683097635953692	0.7354528496529071	0.7886585686014579	0.7567724703436947	0.7314945730388104	0.896683907650475	0.6359236468517907	0.2851820404358927	0.605137661400356	0.5403135802830348	0.24615861812847092	0.34519931315422436	0.5806752529455299	0.687120418721651	0.7242161133530589	0.6415949357687846	0.8169515706947736	0.902111799919148
Sample 18	0.3990603229577616	0.13859481178883365	0.3262013920804115	0.6216830016610485	0.2021190255761592	0.39018657160792214	0.2604088392381249	0.49603693679730293	0.7497197286810986	0.6343377646054874	0.30962014238749824	0.5011306418277219	0.4531332221574964	0.4815406844066576	0.508493850608914	0.5484433857386027	0.4540428297631207	0.5798707815575725	0.0	0.6582433419050968	0.393625808816013	0.4007750857290963	0.2396476631716975	0.38477902286568744	0.7145691700393062	0.1086986108702454	0.5372210060136557	0.6533261825685872	0.5973260019857054	0.5321686982203242	0.39859995013979527	0.2563123493880367	0.7809066093945843	0.3594573556229254	0.37106234856796044	0.3399209968911794	0.29110139141696634	0.41378993620884424	0.3910497176211872	0.3340482572361099	0.5298129624359371	0.5679113161848005	0.42620917533178193	0.37993458425799265	0.43239688936669607	0.5149528641546546	0.4901142451974441	0.5413969191656981	0.4618200585657212	0.13722109481861766	0.19227525407671806	0.6178723748420083	0.31408579442392576	0.7036344852304197	0.3767017105141429	0.21493790458723872	0.3222583230062646	0.3161669911780472	0.470521543408302	0.5058509561820103	0.5063938510096411	0.3486793779151812	0.6062797015366116	0.34238867409041773	0.5984604802423702	0.5065283643228072	0.749424335615876	0.627185189232009	0.40682289952710743	0.48966481832941544	0.4114819721563003	0.7709096679043509	0.45173586845964264	0.27769096054738857	0.5179879309271235	0.6730083383163735	0.4181939372868803	0.10475505088493249	0.6324123540507175	0.897901849777566
Sample 19	0.590649148193777	0.6631637043359858	0.33340354534664896	0.6313131916786761	0.5831341661653087	0.28582623717205013	0.398686881962322	0.5884842549947885	0.16210665014271713	0.36319270000790743	0.5299196927051766	0.6879068676593799	0.20666779371873611	0.24718925624216645	0.7346118499751445	0.8033329865174501	0.7047111164881672	0.3721635897142271	0.6582433419050968	0.0	0.44461817611275645	0.31410866895325396	0.4471314237678141	0.33177511923209246	0.20837045263188914	0.7284933946893297	0.20741354395408335	0.26106834708374993	0.816469299396818	0.13937395601320307	0.4692962534530636	0.40745865254514074	0.5005578997230147	0.33892102650347683	0.36107658873274545	0.3486322121943303	0.5051079922850557	0.3530702962461525	0.5283049163958243	0.5105623132486281	0.18557866063776748	0.5600683039279856	0.2429618844921647	0.3811829403090243	0.6317757492064527	0.8360137380141962	0.446786887919488	0.4306299719417943	0.6111014208140252	0.5918943173651652	0.5927061953927855	0.3289240597493581	0.7945538287388464	0.637763369211302	0.2850041256478149	0.5988501246264354	0.926022778244221	0.9740935282036772	0.5506312240915013	0.4118708411874648	0.8861921720833991	0.5436786442660738	0.3778834805322535	0.6230767897460129	0.5329362010914048	0.548559159190807	0.38724571540924085	0.6620990686436812	0.4629626403130603	0.2005409878388106	0.42952715763525623	0.17132699331682388	0.23400969305510888	0.41620723726097975	0.3352722556772617	0.3722824743699206	0.5604853030844447	0.7213527130973306	0.5501183423716761	0.5506017463844086
Sample 20	0.17532984778937746	0.4897160969109109	0.2802875658671668	0.2972658001714803	0.2260281401304933	0.30206054047693215	0.24760003696705268	0.20015702403365804	0.45563787871092165	0.2686660655783678	0.14962148803714684	0.3392151329396222	0.29194396902053316	0.43587018144677236	0.3355409014699625	0.3901900421733368	0.70866671737428	0.6106329301874598	0.393625808816013	0.44461817611275645	0.0	0.3952527987853109	0.1992687214220728	0.3812421840895633	0.39717008105622825	0.4907105738472443	0.2508189818052321	0.5880790716471103	0.39832996060016646	0.31151029183198636	0.14653961693095927	0.28468188711476333	0.40830917871927447	0.1680382200117159	0.10785219067215153	0.16221154408966626	0.4473084499872258	0.45946507599857506	0.1943966701306797	0.10354909087314404	0.2787801738485545	0.22048505868115276	0.23705043240728654	0.41767327013454475	0.23268677495551074	0.4046134891419261	0.14077976170806192	0.6047598324064027	0.20616703764311325	0.4169574310303693	0.25016189215540174	0.603095651039643	0.39969563089372667	0.3530536843091114	0.3001570746222897	0.2186752182651938	0.5492931365777353	0.6706204475147164	0.16452332123775593	0.11439615018438849	0.4740295523199771	0.1222860184254694	0.2388281566975792	0.2090471671003979	0.2395656334244345	0.19697730002643127	0.3733827138343872	0.3203487920342997	0.0945727529297994	0.3586804482305608	0.11565170966265761	0.4832796623202624	0.3777267970526523	0.33289895099790406	0.19828604222721338	0.3203065730898211	0.15983013289384088	0.4486264759373029	0.2657847959356866	0.521489437291963
Sample 21	0.5265905359333853	0.37070844578443546	0.13439746251690726	0.6721327751369045	0.41577287607199526	0.10267857356729736	0.1878859209798899	0.576790418892708	0.4480832111608019	0.5041123505620401	0.4269995540402476	0.6481961117465636	0.16243644403839025	0.11242609561202051	0.6848581003944234	0.7485451002546393	0.4040882037688749	0.22286598564116386	0.4007750857290963	0.31410866895325396	0.3952527987853109	0.0	0.2784298934966719	0.040131063722731806	0.46156576201938015	0.4446879747045734	0.3025054286460816	0.25400523113288814	0.7779795610566299	0.24443534696873442	0.42950320552355	0.18860170752257266	0.6739560879792628	0.2312191100372724	0.28924388172031945	0.24204130636694796	0.1979408383735792	0.08935962437153418	0.4729908219577177	0.42266350958271326	0.2635430356437515	0.5950642625804549	0.19818318615228875	0.08775761169928305	0.5755519005587444	0.7521514733138372	0.4704486646189407	0.21711341625215405	0.5750214945178963	0.3288578551956156	0.4200398488939513	0.2325458716142886	0.6327027247619154	0.7177042065147367	0.10482387797939252	0.4351364091135652	0.7111630605868051	0.7040329627710128	0.5356724252289522	0.4464614667900048	0.7811734887178998	0.4598600492631493	0.4958188693731316	0.5222929538671479	0.5944417303250857	0.5552135745978355	0.5851618802875393	0.6955036940120162	0.42902750417221885	0.13760424859014875	0.40409653434085546	0.4720634849799334	0.10793481902684032	0.13875804371638628	0.40530422340957784	0.5349003301808912	0.5143516663316566	0.4748199930887099	0.623300128220884	0.7629116767943929
Sample 22	0.2656339460624161	0.3088414363079618	0.15032986299963966	0.45377391412454116	0.14569898198597717	0.2255323990809452	0.09470422843765305	0.33821270231394784	0.5232547999613377	0.40194770804272945	0.15689965220629265	0.38741132557557323	0.24971121202164107	0.3302403366883588	0.41621374561996	0.47813967125217716	0.5453403127372047	0.4889403735341465	0.2396476631716975	0.4471314237678141	0.1992687214220728	0.2784298934966719	0.0	0.2703157610685639	0.4778511729263801	0.3376516100298697	0.3147042718512223	0.5153389659409968	0.5176632506653907	0.3118841281972373	0.19807599991196617	0.10611186463832145	0.5568506239377485	0.1561414502896368	0.1525424577041801	0.1098227807742747	0.30362556876224395	0.3163955786587328	0.22189556088900642	0.16736513200624245	0.3164602850648832	0.3868453183579716	0.20716726880054423	0.3017406670592112	0.3106763417955225	0.4796464709635675	0.27883370801877555	0.484253694358544	0.32241954568192044	0.2231998742710222	0.15142490443938725	0.508343229154915	0.3643724745509232	0.522497080111792	0.19940869883679396	0.17034173515935327	0.4795017132153653	0.5462014182294808	0.3008204682458335	0.294711584091485	0.502853504511284	0.20178049317296498	0.3766022259621881	0.24847010545602724	0.4031756763999148	0.32826683577175514	0.5171670490911686	0.4685026858417102	0.20538552772975846	0.31429083340752584	0.1948793966737929	0.5394908116105266	0.2808941023090899	0.19821664242115103	0.2820630358041372	0.4387965014011732	0.2625092954641319	0.2934642273778892	0.4387011149098321	0.6702856527315199
Sample 23	0.5163078165052943	0.35990338518049314	0.13599302168537772	0.665451525719336	0.4027207339188709	0.09020406025837369	0.17657895371093318	0.5682012515068329	0.4568350040579851	0.5061511486301867	0.41808261100066435	0.6464810174383971	0.16975351144626574	0.15027230374958034	0.6766438708115963	0.7377145951889694	0.395913266870497	0.2493925782187836	0.38477902286568744	0.33177511923209246	0.3812421840895633	0.040131063722731806	0.2703157610685639	0.0	0.4715252076568548	0.42647685359586174	0.2999271140330764	0.2753074306074366	0.7642639313836883	0.25563659149945234	0.4274482238607659	0.18759617394652528	0.6768170780178143	0.21539788429753542	0.2767492748311412	0.23520510654937787	0.1735216978919608	0.12211035798776883	0.471292404751375	0.4113459454269935	0.26095357612126613	0.5875265343592595	0.20070918742798718	0.058899955945353195	0.5675799306784728	0.7377715594698356	0.4668174688451601	0.22435346026448214	0.5656218610537476	0.3254438513406232	0.4090863809813631	0.2520676480948678	0.6201713136310328	0.7118287264145438	0.1110578639643999	0.41905932140610763	0.6944815722202748	0.6875196890411899	0.5277147342112288	0.4368550265838531	0.7706045104995498	0.44769459668931666	0.49653599157307776	0.5108122143915692	0.5894998173351211	0.5500849644823689	0.5869791474999073	0.6889984862279118	0.4225813846451859	0.14090870124008645	0.401122810396575	0.4867473673075866	0.13904000075669082	0.11200492052113897	0.40954733531866444	0.5408595692562014	0.5059643293876545	0.465070576598041	0.6172896645266877	0.7671953233834151
Sample 24	0.5200620324491788	0.7563704185556869	0.4227495760517788	0.48884652475768336	0.5831490946134686	0.39610050852518314	0.4673593971761598	0.4838975435172491	0.11441718364763112	0.20119938254144235	0.49742037097113795	0.5977068277101979	0.3064170415351309	0.4134044244716208	0.6386902478344787	0.7031605201422164	0.8653556717503573	0.5701228622082388	0.7145691700393062	0.20837045263188914	0.39717008105622825	0.46156576201938015	0.4778511729263801	0.4715252076568548	0.0	0.8031899959119293	0.20561540791551597	0.4683319691282343	0.7042340560322969	0.21794187869166476	0.4121742635156881	0.4834698221738709	0.30243706044329793	0.3739295341363862	0.3603332069732451	0.3752789516316711	0.6329711959874682	0.5115305821329749	0.47025081248127065	0.47075925818950776	0.23238068748794954	0.42967324738966567	0.30231436416391394	0.5252680957126874	0.5514682632676842	0.7506209929480013	0.34779500861043744	0.6205762051003392	0.5191048757034621	0.6707251276863667	0.5962691893107206	0.5326572757419109	0.7672860791230274	0.4726538279174469	0.3911391176608594	0.5928308138786297	0.927501330670084	1.0232417246437335	0.45447105738671517	0.3167002478020995	0.8138266385523503	0.49403137727919644	0.22910923496105434	0.5720286670397551	0.39011923872557597	0.4397371051797566	0.18764006478745077	0.5212294164714909	0.39942864751667956	0.3436095312818798	0.3717837995324613	0.10217948154743522	0.3775415000288901	0.5214828498362111	0.24664675285489276	0.19701283559482577	0.48362559703612845	0.7684632886725351	0.3976813404817397	0.34255031394666174
Sample 25	0.5030874239512854	0.11148154469721186	0.3982074242334797	0.7257780554913429	0.30821559054621767	0.45060596038725625	0.3382833001871093	0.6001899698820855	0.8285499881042193	0.7345816716477277	0.41665501554282797	0.6053975654937744	0.5252752185776679	0.5334196130972709	0.6077918782724958	0.6417425720365639	0.39629786832637925	0.6000478293564366	0.1086986108702454	0.7284933946893297	0.4907105738472443	0.4446879747045734	0.3376516100298697	0.42647685359586174	0.8031899959119293	0.0	0.6185712438591082	0.6884286784392445	0.6883747904182569	0.6101286972008809	0.5060091643392328	0.33397690876672764	0.8846292637618343	0.44053869901343023	0.4615102393664357	0.4300721895121857	0.29294631129187804	0.44995695212471476	0.49970459390162314	0.4383589844218643	0.6052200982812932	0.6715827765882353	0.5066442044149035	0.4072141298609566	0.5366454837198879	0.5998616807186389	0.594898765996883	0.545857379373502	0.5654398469077982	0.19001680408194954	0.2997294585077081	0.6418555766230857	0.39117362342991474	0.8073232920728519	0.44369845459253177	0.3161899838412717	0.34546356625575575	0.2640440851352139	0.5755278373357592	0.6031782476101728	0.5870702747815449	0.4523375570805892	0.7074580771154128	0.4449292520815716	0.7030596508998849	0.6129122042917874	0.8467826658526213	0.7312186022786191	0.5118903490579522	0.547563478242153	0.5165932869619007	0.8533571661588909	0.51271755157305	0.32323761291304925	0.6189880438761857	0.7746366047017175	0.5237660162361244	0.15615451078847672	0.7358075868123318	1.0005236309054693
Sample 26	0.4119410745275303	0.5804654688615238	0.25626928256559084	0.46041628849501515	0.4275721542287483	0.21462580044622925	0.2891451511689823	0.4087251919685009	0.22147747505541154	0.23471382669593915	0.36520639323639587	0.5382886851557023	0.14844369343052477	0.30040015387033037	0.5624369342487642	0.6240655042488034	0.6935348658947778	0.46696989410343903	0.5372210060136557	0.20741354395408335	0.2508189818052321	0.3025054286460816	0.3147042718512223	0.2999271140330764	0.20561540791551597	0.6185712438591082	0.0	0.39212922147309853	0.6278464483982854	0.10809554450662129	0.3146718770245323	0.3200543140322721	0.39784959253923496	0.18025549813002184	0.18342472713637661	0.20495200203430924	0.44578576998195113	0.37340914093887584	0.37859024563919	0.33434718592385837	0.049788623161011306	0.38269387611731376	0.13569390182025912	0.34883396257632787	0.45985706519647646	0.6503394981441429	0.2777202753871603	0.4836133809980668	0.4313800966950529	0.509330794482627	0.4444744631448586	0.43303300065422845	0.6327125031778152	0.47567596424139064	0.2263481702149818	0.43365016278901874	0.7704689971080975	0.8480274216446062	0.37201139654638976	0.21770610770637264	0.7154029596360284	0.3635424542249874	0.2356562353507713	0.4488386576204946	0.36588607297062103	0.37897093490799016	0.2919822957503249	0.49231349306577826	0.28968981920885317	0.18949915534482545	0.26773819125874193	0.26275473076224454	0.25183255488515116	0.33318216250044286	0.2002006538202879	0.2746882924188399	0.3844675761772664	0.6060628705200707	0.382103420027516	0.4775246610644065
Sample 27	0.7368024531535874	0.6067455764009778	0.3656208686069685	0.8357761626280678	0.658822247508973	0.30624888390976224	0.4321941632361729	0.7646861992069938	0.4055176307403669	0.599447962246885	0.6487570532968548	0.8485565462702321	0.300004284031352	0.20168135290046119	0.8936487298351868	0.9610541976539837	0.527190302489491	0.15597432901335223	0.6533261825685872	0.26106834708374993	0.5880790716471103	0.25400523113288814	0.5153389659409968	0.2753074306074366	0.4683319691282343	0.6884286784392445	0.39212922147309853	0.0	0.9831003933599533	0.3157308405220759	0.6228072756604187	0.4314610087752392	0.7520296960804423	0.43070243413128667	0.48251817076591	0.44918219977582197	0.41256643472271837	0.25663517681109055	0.6747911567688977	0.6379890715291853	0.34627711329366667	0.7587924356464577	0.35801193179655394	0.2923208681363455	0.7840879660574852	0.975936819740812	0.6349742802440702	0.21538791979244729	0.7745824722668314	0.570459100382909	0.6640445909818924	0.08229666946950073	0.8781209960581957	0.8593740583491984	0.3166143010916564	0.6776039853586702	0.964942322621004	0.949577801646916	0.7235518494290701	0.5987679635774849	1.012625965973439	0.6752395443824664	0.6058561289389468	0.7471666925270619	0.7435956747475315	0.7332072759212462	0.6395240203061332	0.864088556544805	0.6204723008220175	0.2314961064873723	0.5893436434279712	0.4239615691318884	0.2447188621828224	0.3871845873676358	0.537639213504142	0.6167984425709692	0.7161781549342323	0.723953066657406	0.7658872361807781	0.8099459988295196
