ID	GSM647461	GSM647462	GSM647463	GSM647464	GSM647465	GSM647466	GSM647467	GSM647468	GSM647469	GSM647470	GSM647471	GSM647472	GSM647473	GSM647474	GSM647475	GSM647476	GSM647477	GSM647478	GSM647479	GSM647480	GSM647481	GSM647482	GSM647483	GSM647484	GSM647485	GSM647486	GSM647487	GSM647488	GSM647489	GSM647490	GSM647491	GSM647492	GSM647493	GSM647494	GSM647495	GSM647496	GSM647497	GSM647498	GSM647499	GSM647500	GSM647501	GSM647502	GSM647503	GSM647504	GSM647505	GSM647506	GSM647507	GSM647508	GSM647509	GSM647510	GSM647511	GSM647512	GSM647513	GSM647514	GSM647515	GSM647516	GSM647517	GSM647518	GSM647519
10890	6.129958149	6.293547082	6.293318575	6.303861436	6.285201431	6.262226627	6.325425127	6.271343253	6.252543328	6.286602309	6.30856525	6.21900146	6.300791698	6.248031231	6.737496883	6.270400373	6.965056279	6.292335842	6.312351807	6.274724682	6.301178568	6.331187282	6.389930728	6.348261355	6.320545947	6.324135784	6.329508918	6.234110741	6.326276491	6.27988704	6.349748846	6.298425797	6.329810878	6.310102783	7.161214758	6.310783983	6.277764064	6.298501311	6.304332383	6.302858428	6.281188424	6.362309932	6.682848607	6.251954868	6.784157526	6.344596489	6.342814947	7.271698479	6.42781223	6.304118331	6.325210157	6.346010484	6.303953097	7.523071077	6.442720971	6.446898191	6.398006122	6.49395153	6.408645489
10914	8.961563841	10.77263822	11.86373155	11.30083032	10.29586603	10.63740316	10.12799027	11.76523837	11.96857237	11.26808377	11.10863001	11.05804521	10.95119146	9.616361304	10.89842885	9.263728041	10.35792677	11.54746378	10.86353893	10.10225312	11.34723564	11.79967043	10.39394824	11.58110914	11.27197401	11.28794478	11.33211833	10.13205077	11.31174179	11.28636251	10.51374629	11.09273018	10.90102743	11.06098718	10.63316384	11.51214308	11.25539541	11.34135323	10.77562822	10.63036296	11.16131496	11.13067954	10.64609723	10.40562727	9.914002948	8.363252675	10.40020855	10.52334458	11.14150066	11.75808193	10.33730244	10.86881123	7.737810211	10.44041368	10.320903999999999	9.766997951	9.831015887	10.610817	11.19128436
10916	6.74035447	6.61920369	6.618786774	6.614305957	6.483495876	6.521336169	6.580023285	6.593837825	6.537687838	6.429690507	6.657888943	6.494272822	6.44567254	6.523368403	6.491843527	6.493613875	6.419898833	7.225780201	6.519393524	6.321800299	6.467044799	6.542859974	6.446833921	6.655131474	6.511726031	6.568979078	6.58646576	6.369828323	6.603159068	6.65439741	6.603552753	6.526190696	6.63078661	6.580067746	6.541228569	6.609835896	6.52496154	6.63777465	6.57821006	6.559690347	6.560388611	6.495472409	6.408216943	6.385312795	6.564351371	6.540038558	6.441858543	6.57344322	6.802479927	6.673320012	6.664354206	6.78166809	6.568724047	6.247911397	6.284115217999999	6.258465271	6.294948067	6.300885437	6.898551353
10919	7.635176491	8.694477641	9.076113696	7.756050964	8.90360243	8.593420407	7.619781037	8.674045538	8.292195863	8.45671169	7.911437609	9.285622166	8.709192302	7.935653284	8.629672192	8.284165402	8.71381972	9.087619341	9.446794794	7.811444856	9.104829016	8.876541389	9.705487703	9.421946761	9.092799686	8.605197475	9.863690276	9.030685418	9.962316438	9.09438684	8.747584204	9.73014286	8.79384389	8.827146419	8.52051879	9.672598248	9.381658873	9.6595098	9.228228656	9.546900666	9.476719424	9.036634699	8.132770184	8.531055688	8.882917683	7.75815378	9.142901147	9.530768363	9.119341335	9.238973695	9.251393215	8.377425533	8.321446324	8.902521364	9.31359122	7.672544475	9.115634895	9.622299764	9.524201057
10920	6.485037383	6.408012134	6.436991631	6.409061421	6.297967017	6.312371272	6.41068765	6.64316691	6.288608185	6.542712004	6.558435392	6.245423956	6.333250186	6.286272787	6.585459245	6.311254738	6.45920368	6.294849545	6.205482685	6.330722829	6.34239311	6.520448753	6.238268897	6.489960604	6.353892175	6.392016783	6.346490986	6.403917292	6.32228394	6.565068405	6.398206301	6.354746429	6.319634114	6.767207969	6.539949867	6.391415067	6.39115735	6.369593416	6.292174912	6.358151512	6.361388871	6.273701433	6.330319657	6.29114405	6.472835877	6.39568678	6.335919749	6.683679423	6.570598483	6.390057595	6.477084624	6.489768913	6.501107829	6.388654205	6.366273726	6.287581099	6.201145393	6.234959777	6.287875485
10923	7.478183777000001	8.176295598	8.04992993	7.350947792	7.984536664	7.809931705	7.114451954	8.011751851	7.741978302	7.952883189	7.418548244	8.398805609	7.964246681	7.161056844	7.648409841	7.764474139	7.819659655	8.093343967	8.554193955	7.436722702	8.136971534	8.152310833	8.577028902	8.518915757	8.458994316	7.924989677	9.100632718	8.145488252	9.017162632	8.273679686	8.13720025	8.848983022	8.072929967	8.101638823	7.940196655	8.862679468	8.532957781	8.885632441	8.288459296	8.788671636	8.313351756	8.303140165	7.755897898	7.851452089	8.165469493	7.434465338	8.457934239	8.504469312	8.294107749	8.265992852	8.457009125	7.844418975	7.56892755	8.044609083	8.399622128999999	7.273778957	8.487776414	8.747223367	8.928940025
10925	6.492892101	6.836322064	7.30114227	7.372495022	8.64938454	7.175899117	6.802962923	8.055562928	7.527765769	7.366573323	7.716891855	6.711470175	7.340502867	6.50906495	7.207287938	6.55529864	7.15178633	7.560730552	6.672562222	7.888547892	6.956325054	8.435193497	6.766343098	6.740469298	6.792037569	6.613328759	6.569121332	6.592282251	7.420327411	7.883216696	6.983771048	6.634334031	6.647627569	7.319655664	7.095095956	8.233799475	7.067437855	7.268132506	6.633294273	8.021772659	8.209511477	6.668056744	7.547242631	6.503337206	7.703043245	6.708133117	6.553354194	7.445594446	7.568348822	7.341390249	7.313036895	6.823208103	6.763968031	7.502511402	6.638551746	7.411741642	8.278022937	6.911109841	7.289916929
10928	6.8683139120000005	7.930620197	9.161997381	9.271251724	8.689564506	9.457796198	8.779623475	9.632827041	9.679043719	9.398147086	9.169413948	9.996344214	9.343470442	8.546380451	8.159056864	6.945095166	7.952476581	9.657852531	10.17902926	8.690704956	9.42038833	10.30233502	8.456146821	9.351498183	9.061438309	9.175887577	9.794281529	6.937904333	9.506875488	9.421485668	9.761669547	10.065225	9.071086223	10.82177329	7.873012542	9.539746514	8.892374605	9.442514033	8.718142427	7.587892602	9.275588512	8.52991071	9.102773819	7.588428831	9.318231873	7.178344856	7.206798378	8.816489506	9.19095812	10.19913793	10.75747632	10.17492039	9.076205154	7.309547593	8.747816437000001	8.920351243	9.335869764	7.190858846	8.88690739
10929	7.188720437000001	7.15458795	10.45260682	10.20796931	7.419989907	8.423264342	9.800604336	10.38726303	9.956252125	9.65412214	9.657519966	8.506910185	9.518033065	7.731970155	9.7688962	7.485079624	7.733485121	9.326350757	9.022873026	7.890843737	10.24575664	10.53558571	8.896874602	10.45890277	9.157949807	10.67371617	8.591050702	10.50405656	11.32300372	11.57193992	9.097144429	8.616560956	8.985895282	9.832080658	8.348517081	8.213167615	9.794074122	8.20832189	7.978205437	7.284168366	9.170025828	8.946565639	8.320605408	7.382511803	9.877181951	7.086749717	7.126494417	9.470345077	8.624757499	10.66274485	8.968368596	10.90658041	7.708500184	8.557131551	7.732578524	8.906339845	9.853854824	6.757991009	8.118151434
10930	6.335150562999999	6.544637106	6.515373488	6.591877122	6.546169656	6.57403933	6.640665984	6.650863494	6.534569633	6.584470029	6.677133082	6.513391683	6.497522181	6.482002371	6.516033722	6.550210552	6.523679177	6.592101224	6.558817193	6.532694241	6.633332989	6.652998341	6.529849994	6.710829781	6.596529244	6.710537368	6.624837365	6.634211555	6.71456743	6.633079533	6.626033503	6.586187222	6.550390764	6.650936744	6.563306132	6.661094726	6.698864402	6.672796729	6.541303397	6.645517365	6.649981106	6.672422817	6.710891182	6.618462724	6.797788126	6.8227041	6.609378098	6.558821414	6.69459831	6.644398619	6.853505291	6.869679524	6.824661185	6.480102754	6.450787595	6.489226398	6.536542873	6.483283642	6.523699178
10931	6.4095355000000005	6.641220937	6.639746617	6.973698072	6.613818155	6.653816487	6.765505516	6.981194166	7.350374006	6.730722026	6.795918983	6.594039066	6.679454884	6.629225712	6.619677716	6.608192696	6.589510975	6.76259264	6.693631987	6.811711892	7.194387231	6.785266871	6.538079436	6.920541697	6.961121043	7.412960025	6.827962578	6.651515584	6.712995196	7.311993459	6.91687591	6.662763687	6.947572191	6.820458385	6.646457796	6.792585658	6.740665684	6.7556278	6.589958923	6.747348942	6.708301499	6.653338472	6.950840768	6.692927306	6.896757643	6.881063046	6.722095045	6.747762401	6.869355267	6.879648529	7.320410701	7.047322377	6.837871182	6.702767853	6.607192358	6.828093038	6.769909353	6.912279393	6.966061872
10932	7.28080629	6.886562801	6.91142466	6.666718416	6.776632164	6.712027996	6.685475355	6.865424571	6.648102949	6.738506485	6.830752865	6.627411347	6.578341072	6.508807832	6.836656502	6.689787824	6.707179936	6.780259056	6.810312619	6.628957835	6.744989892	7.027572642	6.63338216	6.893222837	6.668160992	6.631485509	6.880397763	6.611695008	6.884492519	6.705756022	6.845866031	7.012206262	6.865767781	6.898404358	6.676205107	6.985492806	7.07148629	6.952939556	6.682961464	6.936711049	6.71096249	6.851692424	6.705015545	6.736131208	6.693627942	6.618366594	8.231259159	6.607235029	6.887204652	6.807853781	7.061937535	6.914521245	6.848014151	6.698096281	6.6861297660000005	6.510466883	6.794709273	6.668202504	7.041919264
10934	7.479245272999999	7.23474111	7.19483477	7.056706123	7.174636604	7.301253796	7.605499102	7.073843128	7.192996471	7.152062221	7.514154574	7.13911636	7.180496621	7.631654723	7.34795508	7.704481031	7.934842225	7.145790884	7.169120352	7.220864724	7.101824558	7.092503038	7.0560523	7.527296511	7.610970207	7.749186944	7.305254903	7.704245336	7.300813965	7.575435252	7.736310194	7.161907134	7.439932237	7.598388522	7.495482166	7.427649476	7.412374362	7.169882971	7.293731158	7.373726136	7.243430696	7.291365741	7.468461291	7.477806399	7.651205579	8.127593931	7.768231318	7.503312005	7.178191582	7.316466618	7.538689466	7.412541641	7.217940118	7.444055192	8.049807976	8.312650666	6.912672657	7.027444304	7.305324892
10935	7.543808038	6.826979189	7.148084961	8.073739738	6.590400862	6.948662768	8.234149897	9.147943394	8.808110929	9.230109323	10.52122017	9.67107323	9.774383977	7.756556102	7.334423084	6.668508714	8.125330645	8.846073305	10.27769925	9.371626773	10.21221679	9.627735472	10.28354312	9.529823669	9.380239027	8.678087453	6.750460189	9.184967827	10.53451767	9.425541881	9.077773147	11.53623833	8.402464036	9.20027125	8.318940378	7.060261644	8.844508008	6.825447342	11.13124252	7.125796414	8.711309361	10.30494564	7.641879628	6.552271314	8.040608603	6.641039014	8.359491622	8.508516827	9.665792859	10.00775488	9.238159306	8.598125477	7.661095338	8.00004203	10.55409145	6.983738715	9.680742402	6.670010501	6.93977663
10936	8.091848828	7.775022839	7.708902988	7.222252697	7.419716705	7.711391653	6.937000971	7.888734132	7.245827345	7.13959977	7.634246564	7.349789194	7.076200256	7.025406724	7.321861222	6.962264257	7.306187358	7.865091256	7.586665255	6.924423935	7.071337813	8.162308579	7.024381311	7.625402099	7.650330657	7.849975543	7.470085962	6.964065513	7.849108338	7.778473575	7.123373049	7.911837872	7.300929239	8.067752267	6.957345592	8.387874604	7.907264167	7.776234297	7.550356363	8.51908303	7.104154753	7.449058962	7.175619516	7.115549778	7.394589156	7.15020254	8.654442004	7.110421375	7.856604913	8.058519451	6.98269702	8.002378608	9.653596428	7.103066872	7.250654712999999	6.753963208	7.500514661	7.742340752	8.187515128
10937	6.361068577999999	6.462560594	6.332271263	6.380099825	6.342977017	6.329448783	6.397695865	6.397526403	6.374361932	6.337693294	6.384763502	7.212653072	6.388126192	6.357917079	6.421029619	6.319128441	6.396073203	6.451756547	6.402628778	6.402974935	6.50327595	6.453257581	6.373775767	6.458103814	6.550601255	6.468592227	6.662154988	6.507715015	6.672479064	6.482603019	6.953853804	6.458950931	6.496076218	6.517402089	6.557088737	6.469201243	6.468103507	6.531296818	6.396359066	6.439714757	6.36313439	6.467591801	6.519091679	6.309690026	6.473855462	6.429927113	6.361662128	6.41620361	6.458470399	6.472142127	6.877098323	6.492449889	6.491278457	6.406889184	6.393751513	6.422278928	6.326136818	6.30715017	6.772557484
